stage,comparison_id,classifier,configuration_id,reference_configuration_id,phase,metric,unit,baseline_mean_across_seeds,reduced_mean_across_seeds,mean_paired_difference,std_paired_difference,ci95_low_paired_difference,ci95_high_paired_difference,mean_relative_change_percent,ci95_low_relative_change_percent,ci95_high_relative_change_percent,beneficial_change_percent,objective_direction,interpretation,scientific_sample_size,statistical_significance_claimed
V0.7-E,logistic_regression__mutual_information_select_k_best_k11__vs__none_natural__training__incremental_peak_rss_mib,logistic_regression,mutual_information_select_k_best_k11,none_natural,training,incremental_peak_rss_mib,MiB,21.8975,10.79,-11.1075,0.2205461969746929,-11.381344272724233,-10.833655727275767,-50.72515001554569,-51.989429170338155,-49.46087086075322,50.72515001554569,minimize,clear_reduction,5,False
V0.7-E,logistic_regression__mutual_information_select_k_best_k11__vs__none_natural__training__per_operation_latency_sec,logistic_regression,mutual_information_select_k_best_k11,none_natural,training,per_operation_latency_sec,seconds/operation,0.2999471600998004,0.05278584481991857,-0.24716131527988186,0.13635903127247892,-0.41647341524086046,-0.07784921531890326,-81.81230195572171,-88.1645396804926,-75.46006423095082,81.81230195572171,minimize,clear_reduction,5,False
V0.7-E,logistic_regression__mutual_information_select_k_best_k11__vs__none_natural__training__per_record_latency_sec,logistic_regression,mutual_information_select_k_best_k11,none_natural,training,per_record_latency_sec,seconds/record,1.0712398574992872e-05,1.8852087435685203e-06,-8.827189831424352e-06,4.869965402588534e-06,-1.4874050544316447e-05,-2.780329118532257e-06,-81.81230195572171,-88.1645396804926,-75.46006423095082,81.81230195572171,minimize,clear_reduction,5,False
V0.7-E,logistic_regression__mutual_information_select_k_best_k11__vs__none_natural__training__process_cpu_time_sec,logistic_regression,mutual_information_select_k_best_k11,none_natural,training,process_cpu_time_sec,seconds,0.32078121122000003,0.056306860940000036,-0.26447435028,0.14995538151660534,-0.4506685488460793,-0.07828015171392064,-81.8378627055403,-88.24042979344358,-75.43529561763702,81.8378627055403,minimize,clear_reduction,5,False
V0.7-E,logistic_regression__mutual_information_select_k_best_k11__vs__none_natural__training__selected_input_bytes,logistic_regression,mutual_information_select_k_best_k11,none_natural,training,selected_input_bytes,bytes,9632132.0,2464132.0,-7168000.0,0.0,-7168000.0,-7168000.0,-74.41758480884606,-74.41758480884606,-74.41758480884606,74.41758480884606,minimize,clear_reduction,5,False
V0.7-E,logistic_regression__mutual_information_select_k_best_k11__vs__none_natural__training__serialized_model_bytes,logistic_regression,mutual_information_select_k_best_k11,none_natural,training,serialized_model_bytes,bytes,2342.0,1353.2,-988.8,13.386560424545209,-1005.421610138937,-972.1783898610629,-42.2203245089667,-42.93004313146615,-41.510605886467246,42.2203245089667,minimize,clear_reduction,5,False
V0.7-E,logistic_regression__mutual_information_select_k_best_k11__vs__none_natural__training__throughput_records_sec,logistic_regression,mutual_information_select_k_best_k11,none_natural,training,throughput_records_sec,records/second,120239.94043232244,682250.4783891549,562010.5379568323,218165.66462536217,291122.08654732315,832898.9893663415,482.4512215020938,308.0906521173098,656.8117908868778,482.4512215020938,maximize,clear_gain,5,False
V0.7-E,logistic_regression__mutual_information_select_k_best_k11__vs__none_natural__training__wall_time_sec,logistic_regression,mutual_information_select_k_best_k11,none_natural,training,wall_time_sec,seconds,0.2999471600998004,0.05278584481991857,-0.24716131527988186,0.13635903127247892,-0.41647341524086046,-0.07784921531890326,-81.81230195572171,-88.1645396804926,-75.46006423095082,81.81230195572171,minimize,clear_reduction,5,False
V0.7-E,logistic_regression__pairwise_correlation_filter_natural__vs__none_natural__inference__absolute_peak_rss_mib,logistic_regression,pairwise_correlation_filter_natural,none_natural,inference,absolute_peak_rss_mib,MiB,154.12453125000002,154.06773437500001,-0.05679687500000341,0.14203599844235543,-0.23315786071480238,0.11956411071479556,-0.03682291251109247,-0.15122395479588457,0.07757812977369964,0.03682291251109247,minimize,uncertain,5,False
V0.7-E,logistic_regression__pairwise_correlation_filter_natural__vs__none_natural__inference__feature_count,logistic_regression,pairwise_correlation_filter_natural,none_natural,inference,feature_count,features,43.0,42.0,-1.0,0.0,-1.0,-1.0,-2.3255813953488373,-2.3255813953488373,-2.3255813953488373,2.3255813953488373,minimize,clear_reduction,5,False
V0.7-E,logistic_regression__pairwise_correlation_filter_natural__vs__none_natural__inference__incremental_peak_rss_mib,logistic_regression,pairwise_correlation_filter_natural,none_natural,inference,incremental_peak_rss_mib,MiB,0.4125,0.39,-0.022499999999999985,0.01854049621773915,-0.04552106666239979,0.0005210666623998161,-5.4378342245989275,-10.99669838595978,0.12102993676192497,5.4378342245989275,minimize,uncertain,5,False
V0.7-E,logistic_regression__pairwise_correlation_filter_natural__vs__none_natural__inference__per_operation_latency_sec,logistic_regression,pairwise_correlation_filter_natural,none_natural,inference,per_operation_latency_sec,seconds/operation,0.0023289981429293503,0.0025417823963279317,0.00021278425339858135,0.00020782818771772433,-4.526852510245116e-05,0.00047083703189961386,9.641065879582515,-2.718333279461948,22.000465038626977,-9.641065879582515,minimize,uncertain,5,False
V0.7-E,logistic_regression__pairwise_correlation_filter_natural__vs__none_natural__inference__per_record_latency_sec,logistic_regression,pairwise_correlation_filter_natural,none_natural,inference,per_record_latency_sec,seconds/record,3.8816635715489176e-07,4.236303993879887e-07,3.5464042233096895e-08,3.463803128628738e-08,-7.544754183741841e-09,7.847283864993563e-08,9.641065879582516,-2.718333279461943,22.000465038626977,-9.641065879582516,minimize,uncertain,5,False
V0.7-E,logistic_regression__pairwise_correlation_filter_natural__vs__none_natural__inference__process_cpu_time_sec,logistic_regression,pairwise_correlation_filter_natural,none_natural,inference,process_cpu_time_sec,seconds,1.25513537726,1.37409080668,0.11895542941999984,0.10724490675663562,-0.014206710290434466,0.25211756913043415,9.979515142081253,-1.810075063935086,21.76910534809759,-9.979515142081253,minimize,uncertain,5,False
V0.7-E,logistic_regression__pairwise_correlation_filter_natural__vs__none_natural__inference__selected_input_bytes,logistic_regression,pairwise_correlation_filter_natural,none_natural,inference,selected_input_bytes,bytes,2064132.0,2016132.0,-48000.0,0.0,-48000.0,-48000.0,-2.325432675817244,-2.325432675817244,-2.325432675817244,2.325432675817244,minimize,clear_reduction,5,False
V0.7-E,logistic_regression__pairwise_correlation_filter_natural__vs__none_natural__inference__serialized_model_bytes,logistic_regression,pairwise_correlation_filter_natural,none_natural,inference,serialized_model_bytes,bytes,2342.0,2310.0,-32.0,0.0,-32.0,-32.0,-1.3663535439795047,-1.3663535439795047,-1.3663535439795047,1.3663535439795047,minimize,clear_reduction,5,False
V0.7-E,logistic_regression__pairwise_correlation_filter_natural__vs__none_natural__inference__throughput_records_sec,logistic_regression,pairwise_correlation_filter_natural,none_natural,inference,throughput_records_sec,records/second,2657222.118457039,2430383.86786683,-226838.25059020836,219572.778763721,-499473.8649666812,45797.36378626453,-8.195935871342119,-17.39683178902193,1.0049600463376933,-8.195935871342119,maximize,uncertain,5,False
