phase,classifier,configuration_id,feature_count,planned_observations,successful_observations,failed_observations,mean_wall_time_sec,std_wall_time_sec,mean_process_cpu_time_sec,mean_absolute_peak_rss_mib,mean_incremental_peak_rss_mib,mean_selected_input_bytes,mean_serialized_model_bytes,mean_per_operation_latency_sec,std_per_operation_latency_sec,mean_per_record_latency_sec,mean_throughput_records_sec,summary_scope
inference,decision_tree,mutual_information_select_k_best_k11,11,50,50,0,1.2280453180198674,0.5227127087484628,1.29256451132,153.003203125,0.4175,528132.0,3402.4,0.0023985260117575535,0.0010209232592743413,3.997543352929256e-07,2774345.215711323,descriptive_measurement_repetitions_not_independent_scientific_samples
inference,decision_tree,none_natural,43,50,50,0,1.4759949552801117,0.45547692967907794,1.5515697043599999,155.26578125,0.4025,2064132.0,4132.0,0.002882802647031468,0.0008896033782794491,4.804671078385781e-07,2184640.041072842,descriptive_measurement_repetitions_not_independent_scientific_samples
inference,decision_tree,pairwise_correlation_filter_natural,42,50,50,0,1.6873270804600906,0.9086610770564084,1.7785386147,155.17265625,0.405,2016132.0,4116.0,0.0032955607040236145,0.0017747286661257977,5.492601173372691e-07,2072896.7130959278,descriptive_measurement_repetitions_not_independent_scientific_samples
inference,logistic_regression,mutual_information_select_k_best_k11,11,50,50,0,1.058932383420033,0.223195249210367,1.11080109412,152.535859375,0.41,528132.0,1353.2,0.002068227311367252,0.0004359282211139981,3.44704551894542e-07,3021304.7780669504,descriptive_measurement_repetitions_not_independent_scientific_samples
inference,logistic_regression,none_natural,43,50,50,0,1.1924470491798274,0.21691084123071466,1.25513537726,154.12453125,0.4125,2064132.0,2342.0,0.0023289981429293503,0.0004236539867787396,3.8816635715489176e-07,2657222.1184570384,descriptive_measurement_repetitions_not_independent_scientific_samples
inference,logistic_regression,pairwise_correlation_filter_natural,42,50,50,0,1.301392586919901,0.2306570636139557,1.37409080668,154.067734375,0.39,2016132.0,2310.0,0.0025417823963279317,0.0004505020773710072,4.2363039938798864e-07,2430383.8678668304,descriptive_measurement_repetitions_not_independent_scientific_samples
