observation_id,schema_version,stage,environment_id,classifier,configuration_id,seed,phase,outer_repetition,inner_operation_count,measured_operation_count,record_count,measured_record_count,feature_count,warmup_calls,worker_pid,wall_time_sec,process_cpu_time_sec,start_rss_mib,end_rss_mib,absolute_peak_rss_mib,incremental_peak_rss_mib,selected_input_bytes,numpy_dense_nbytes,serialized_model_bytes,per_operation_latency_sec,per_record_latency_sec,throughput_records_sec,time_unit,rss_unit,size_unit,throughput_unit,measurement_kind,measurement_scope,measurement_provenance,derived_measurement_provenance,workload_sha256,model_sha256,feature_manifest_sha256,v06_lock_sha256,status,failure_type,failure_stage,failure_reason
v07d__training__decision_tree__none_natural__s42__r01,v0.7-d-tier1-computational-1,V0.7-D,5b390d6532854ad704f8fe56280d2ea9b6cfebd95ced1b804d0e0ec3e1ecf82e,decision_tree,none_natural,42,training,1,1,1,28000,28000,43,3,7120,0.16392486399854533,0.17496703700000005,167.03125,167.15625,167.15625,0.125,9632132,9632000,3780,0.16392486399854533,5.854459428519476e-06,170809.96327834972,seconds,MiB,bytes,records/second,DIRECT_COMPUTATIONAL,model.fit_only_data_loading_selection_serialization_excluded,DIRECT_COMPUTATIONAL,DERIVED,c36faf12e3da995a79953d2c367b051e998d0f28e421c90215559e9dbc54079a,e01fdbbeaf4805602efe812b6e075aecf8b9be71788e464fd8d5b7e72ea92c49,5146fd08fe766979adaf443bf9f4f7d32ee3c94cfdaf0fd46ec0efd10e92a10d,71dc92b8a34db1bb3c2f55a69e56f43733544329128ec60c5cdbbce2445d1604,SUCCESS,,,
v07d__training__decision_tree__none_natural__s42__r02,v0.7-d-tier1-computational-1,V0.7-D,5b390d6532854ad704f8fe56280d2ea9b6cfebd95ced1b804d0e0ec3e1ecf82e,decision_tree,none_natural,42,training,2,1,1,28000,28000,43,3,7123,0.1300803829999495,0.13688040200000007,166.77734375,166.90234375,166.90234375,0.125,9632132,9632000,3780,0.1300803829999495,4.645727964283911e-06,215251.51874753373,seconds,MiB,bytes,records/second,DIRECT_COMPUTATIONAL,model.fit_only_data_loading_selection_serialization_excluded,DIRECT_COMPUTATIONAL,DERIVED,c36faf12e3da995a79953d2c367b051e998d0f28e421c90215559e9dbc54079a,e01fdbbeaf4805602efe812b6e075aecf8b9be71788e464fd8d5b7e72ea92c49,5146fd08fe766979adaf443bf9f4f7d32ee3c94cfdaf0fd46ec0efd10e92a10d,71dc92b8a34db1bb3c2f55a69e56f43733544329128ec60c5cdbbce2445d1604,SUCCESS,,,
v07d__training__decision_tree__none_natural__s42__r03,v0.7-d-tier1-computational-1,V0.7-D,5b390d6532854ad704f8fe56280d2ea9b6cfebd95ced1b804d0e0ec3e1ecf82e,decision_tree,none_natural,42,training,3,1,1,28000,28000,43,3,7126,0.13542761099961353,0.14104429899999982,166.9921875,167.1171875,167.1171875,0.125,9632132,9632000,3780,0.13542761099961353,4.83670039284334e-06,206752.5210946821,seconds,MiB,bytes,records/second,DIRECT_COMPUTATIONAL,model.fit_only_data_loading_selection_serialization_excluded,DIRECT_COMPUTATIONAL,DERIVED,c36faf12e3da995a79953d2c367b051e998d0f28e421c90215559e9dbc54079a,e01fdbbeaf4805602efe812b6e075aecf8b9be71788e464fd8d5b7e72ea92c49,5146fd08fe766979adaf443bf9f4f7d32ee3c94cfdaf0fd46ec0efd10e92a10d,71dc92b8a34db1bb3c2f55a69e56f43733544329128ec60c5cdbbce2445d1604,SUCCESS,,,
v07d__training__decision_tree__none_natural__s42__r04,v0.7-d-tier1-computational-1,V0.7-D,5b390d6532854ad704f8fe56280d2ea9b6cfebd95ced1b804d0e0ec3e1ecf82e,decision_tree,none_natural,42,training,4,1,1,28000,28000,43,3,7136,0.11829979300091509,0.12371423299999984,167.046875,167.171875,167.171875,0.125,9632132,9632000,3780,0.11829979300091509,4.2249926071755384e-06,236686.80468260337,seconds,MiB,bytes,records/second,DIRECT_COMPUTATIONAL,model.fit_only_data_loading_selection_serialization_excluded,DIRECT_COMPUTATIONAL,DERIVED,c36faf12e3da995a79953d2c367b051e998d0f28e421c90215559e9dbc54079a,e01fdbbeaf4805602efe812b6e075aecf8b9be71788e464fd8d5b7e72ea92c49,5146fd08fe766979adaf443bf9f4f7d32ee3c94cfdaf0fd46ec0efd10e92a10d,71dc92b8a34db1bb3c2f55a69e56f43733544329128ec60c5cdbbce2445d1604,SUCCESS,,,
v07d__training__decision_tree__none_natural__s42__r05,v0.7-d-tier1-computational-1,V0.7-D,5b390d6532854ad704f8fe56280d2ea9b6cfebd95ced1b804d0e0ec3e1ecf82e,decision_tree,none_natural,42,training,5,1,1,28000,28000,43,3,7139,0.15398344900131633,0.16344654999999975,166.72265625,166.84765625,166.84765625,0.125,9632132,9632000,3780,0.15398344900131633,5.499408892904155e-06,181837.7246489695,seconds,MiB,bytes,records/second,DIRECT_COMPUTATIONAL,model.fit_only_data_loading_selection_serialization_excluded,DIRECT_COMPUTATIONAL,DERIVED,c36faf12e3da995a79953d2c367b051e998d0f28e421c90215559e9dbc54079a,e01fdbbeaf4805602efe812b6e075aecf8b9be71788e464fd8d5b7e72ea92c49,5146fd08fe766979adaf443bf9f4f7d32ee3c94cfdaf0fd46ec0efd10e92a10d,71dc92b8a34db1bb3c2f55a69e56f43733544329128ec60c5cdbbce2445d1604,SUCCESS,,,
v07d__training__decision_tree__none_natural__s42__r06,v0.7-d-tier1-computational-1,V0.7-D,5b390d6532854ad704f8fe56280d2ea9b6cfebd95ced1b804d0e0ec3e1ecf82e,decision_tree,none_natural,42,training,6,1,1,28000,28000,43,3,7142,0.12565474700022605,0.13081989199999988,166.83984375,166.96484375,166.96484375,0.125,9632132,9632000,3780,0.12565474700022605,4.487669535722359e-06,222832.80710397378,seconds,MiB,bytes,records/second,DIRECT_COMPUTATIONAL,model.fit_only_data_loading_selection_serialization_excluded,DIRECT_COMPUTATIONAL,DERIVED,c36faf12e3da995a79953d2c367b051e998d0f28e421c90215559e9dbc54079a,e01fdbbeaf4805602efe812b6e075aecf8b9be71788e464fd8d5b7e72ea92c49,5146fd08fe766979adaf443bf9f4f7d32ee3c94cfdaf0fd46ec0efd10e92a10d,71dc92b8a34db1bb3c2f55a69e56f43733544329128ec60c5cdbbce2445d1604,SUCCESS,,,
v07d__training__decision_tree__none_natural__s42__r07,v0.7-d-tier1-computational-1,V0.7-D,5b390d6532854ad704f8fe56280d2ea9b6cfebd95ced1b804d0e0ec3e1ecf82e,decision_tree,none_natural,42,training,7,1,1,28000,28000,43,3,7145,0.1899727920008445,0.2030483950000006,166.73046875,166.85546875,166.85546875,0.125,9632132,9632000,3780,0.1899727920008445,6.784742571458732e-06,147389.52723227613,seconds,MiB,bytes,records/second,DIRECT_COMPUTATIONAL,model.fit_only_data_loading_selection_serialization_excluded,DIRECT_COMPUTATIONAL,DERIVED,c36faf12e3da995a79953d2c367b051e998d0f28e421c90215559e9dbc54079a,e01fdbbeaf4805602efe812b6e075aecf8b9be71788e464fd8d5b7e72ea92c49,5146fd08fe766979adaf443bf9f4f7d32ee3c94cfdaf0fd46ec0efd10e92a10d,71dc92b8a34db1bb3c2f55a69e56f43733544329128ec60c5cdbbce2445d1604,SUCCESS,,,
v07d__training__decision_tree__none_natural__s42__r08,v0.7-d-tier1-computational-1,V0.7-D,5b390d6532854ad704f8fe56280d2ea9b6cfebd95ced1b804d0e0ec3e1ecf82e,decision_tree,none_natural,42,training,8,1,1,28000,28000,43,3,7148,0.111895984999137,0.117422747,166.8203125,166.9453125,166.9453125,0.125,9632132,9632000,3780,0.111895984999137,3.996285178540607e-06,250232.39216506248,seconds,MiB,bytes,records/second,DIRECT_COMPUTATIONAL,model.fit_only_data_loading_selection_serialization_excluded,DIRECT_COMPUTATIONAL,DERIVED,c36faf12e3da995a79953d2c367b051e998d0f28e421c90215559e9dbc54079a,e01fdbbeaf4805602efe812b6e075aecf8b9be71788e464fd8d5b7e72ea92c49,5146fd08fe766979adaf443bf9f4f7d32ee3c94cfdaf0fd46ec0efd10e92a10d,71dc92b8a34db1bb3c2f55a69e56f43733544329128ec60c5cdbbce2445d1604,SUCCESS,,,
v07d__training__decision_tree__none_natural__s42__r09,v0.7-d-tier1-computational-1,V0.7-D,5b390d6532854ad704f8fe56280d2ea9b6cfebd95ced1b804d0e0ec3e1ecf82e,decision_tree,none_natural,42,training,9,1,1,28000,28000,43,3,7151,0.12788421000004746,0.13336340000000035,166.91015625,167.03515625,167.03515625,0.125,9632132,9632000,3780,0.12788421000004746,4.567293214287409e-06,218948.06246986715,seconds,MiB,bytes,records/second,DIRECT_COMPUTATIONAL,model.fit_only_data_loading_selection_serialization_excluded,DIRECT_COMPUTATIONAL,DERIVED,c36faf12e3da995a79953d2c367b051e998d0f28e421c90215559e9dbc54079a,e01fdbbeaf4805602efe812b6e075aecf8b9be71788e464fd8d5b7e72ea92c49,5146fd08fe766979adaf443bf9f4f7d32ee3c94cfdaf0fd46ec0efd10e92a10d,71dc92b8a34db1bb3c2f55a69e56f43733544329128ec60c5cdbbce2445d1604,SUCCESS,,,
v07d__training__decision_tree__none_natural__s42__r10,v0.7-d-tier1-computational-1,V0.7-D,5b390d6532854ad704f8fe56280d2ea9b6cfebd95ced1b804d0e0ec3e1ecf82e,decision_tree,none_natural,42,training,10,1,1,28000,28000,43,3,7154,0.13603522700032045,0.14238012499999986,166.8984375,167.0234375,167.0234375,0.125,9632132,9632000,3780,0.13603522700032045,4.858400964297159e-06,205829.03867932712,seconds,MiB,bytes,records/second,DIRECT_COMPUTATIONAL,model.fit_only_data_loading_selection_serialization_excluded,DIRECT_COMPUTATIONAL,DERIVED,c36faf12e3da995a79953d2c367b051e998d0f28e421c90215559e9dbc54079a,e01fdbbeaf4805602efe812b6e075aecf8b9be71788e464fd8d5b7e72ea92c49,5146fd08fe766979adaf443bf9f4f7d32ee3c94cfdaf0fd46ec0efd10e92a10d,71dc92b8a34db1bb3c2f55a69e56f43733544329128ec60c5cdbbce2445d1604,SUCCESS,,,
v07d__training__decision_tree__pairwise_correlation_filter_natural__s42__r01,v0.7-d-tier1-computational-1,V0.7-D,5b390d6532854ad704f8fe56280d2ea9b6cfebd95ced1b804d0e0ec3e1ecf82e,decision_tree,pairwise_correlation_filter_natural,42,training,1,1,1,28000,28000,42,3,7157,0.15071355199870595,0.15889543900000014,166.4765625,166.6015625,166.6015625,0.125,9408132,9408000,3764,0.15071355199870595,5.382626857096641e-06,185782.8949598402,seconds,MiB,bytes,records/second,DIRECT_COMPUTATIONAL,model.fit_only_data_loading_selection_serialization_excluded,DIRECT_COMPUTATIONAL,DERIVED,c36faf12e3da995a79953d2c367b051e998d0f28e421c90215559e9dbc54079a,b3be72469205a79a9108a40d882b3664ddfa94c799065684a04dd89542f3f6a2,c355fe6d1f8ed5557b3f94f48cd0c4400d9f4a6894f52916c79a7721a912eef6,71dc92b8a34db1bb3c2f55a69e56f43733544329128ec60c5cdbbce2445d1604,SUCCESS,,,
v07d__training__decision_tree__pairwise_correlation_filter_natural__s42__r02,v0.7-d-tier1-computational-1,V0.7-D,5b390d6532854ad704f8fe56280d2ea9b6cfebd95ced1b804d0e0ec3e1ecf82e,decision_tree,pairwise_correlation_filter_natural,42,training,2,1,1,28000,28000,42,3,7160,0.13145264199920348,0.13882564200000047,166.1953125,166.3203125,166.3203125,0.125,9408132,9408000,3764,0.13145264199920348,4.6947372142572674e-06,213004.46742005888,seconds,MiB,bytes,records/second,DIRECT_COMPUTATIONAL,model.fit_only_data_loading_selection_serialization_excluded,DIRECT_COMPUTATIONAL,DERIVED,c36faf12e3da995a79953d2c367b051e998d0f28e421c90215559e9dbc54079a,b3be72469205a79a9108a40d882b3664ddfa94c799065684a04dd89542f3f6a2,c355fe6d1f8ed5557b3f94f48cd0c4400d9f4a6894f52916c79a7721a912eef6,71dc92b8a34db1bb3c2f55a69e56f43733544329128ec60c5cdbbce2445d1604,SUCCESS,,,
v07d__training__decision_tree__pairwise_correlation_filter_natural__s42__r03,v0.7-d-tier1-computational-1,V0.7-D,5b390d6532854ad704f8fe56280d2ea9b6cfebd95ced1b804d0e0ec3e1ecf82e,decision_tree,pairwise_correlation_filter_natural,42,training,3,1,1,28000,28000,42,3,7163,0.1604513450001832,0.17031575099999996,166.640625,166.765625,166.765625,0.125,9408132,9408000,3764,0.1604513450001832,5.730405178577971e-06,174507.7300534192,seconds,MiB,bytes,records/second,DIRECT_COMPUTATIONAL,model.fit_only_data_loading_selection_serialization_excluded,DIRECT_COMPUTATIONAL,DERIVED,c36faf12e3da995a79953d2c367b051e998d0f28e421c90215559e9dbc54079a,b3be72469205a79a9108a40d882b3664ddfa94c799065684a04dd89542f3f6a2,c355fe6d1f8ed5557b3f94f48cd0c4400d9f4a6894f52916c79a7721a912eef6,71dc92b8a34db1bb3c2f55a69e56f43733544329128ec60c5cdbbce2445d1604,SUCCESS,,,
v07d__training__decision_tree__pairwise_correlation_filter_natural__s42__r04,v0.7-d-tier1-computational-1,V0.7-D,5b390d6532854ad704f8fe56280d2ea9b6cfebd95ced1b804d0e0ec3e1ecf82e,decision_tree,pairwise_correlation_filter_natural,42,training,4,1,1,28000,28000,42,3,7166,0.14430893400094646,0.15216962600000006,166.82421875,167.07421875,167.07421875,0.25,9408132,9408000,3764,0.14430893400094646,5.153890500033802e-06,194028.1812338546,seconds,MiB,bytes,records/second,DIRECT_COMPUTATIONAL,model.fit_only_data_loading_selection_serialization_excluded,DIRECT_COMPUTATIONAL,DERIVED,c36faf12e3da995a79953d2c367b051e998d0f28e421c90215559e9dbc54079a,b3be72469205a79a9108a40d882b3664ddfa94c799065684a04dd89542f3f6a2,c355fe6d1f8ed5557b3f94f48cd0c4400d9f4a6894f52916c79a7721a912eef6,71dc92b8a34db1bb3c2f55a69e56f43733544329128ec60c5cdbbce2445d1604,SUCCESS,,,
v07d__training__decision_tree__pairwise_correlation_filter_natural__s42__r05,v0.7-d-tier1-computational-1,V0.7-D,5b390d6532854ad704f8fe56280d2ea9b6cfebd95ced1b804d0e0ec3e1ecf82e,decision_tree,pairwise_correlation_filter_natural,42,training,5,1,1,28000,28000,42,3,7170,0.14949065099972358,0.1548328640000003,166.88671875,167.01171875,167.01171875,0.125,9408132,9408000,3764,0.14949065099972358,5.338951821418699e-06,187302.68289521176,seconds,MiB,bytes,records/second,DIRECT_COMPUTATIONAL,model.fit_only_data_loading_selection_serialization_excluded,DIRECT_COMPUTATIONAL,DERIVED,c36faf12e3da995a79953d2c367b051e998d0f28e421c90215559e9dbc54079a,b3be72469205a79a9108a40d882b3664ddfa94c799065684a04dd89542f3f6a2,c355fe6d1f8ed5557b3f94f48cd0c4400d9f4a6894f52916c79a7721a912eef6,71dc92b8a34db1bb3c2f55a69e56f43733544329128ec60c5cdbbce2445d1604,SUCCESS,,,
v07d__training__decision_tree__pairwise_correlation_filter_natural__s42__r06,v0.7-d-tier1-computational-1,V0.7-D,5b390d6532854ad704f8fe56280d2ea9b6cfebd95ced1b804d0e0ec3e1ecf82e,decision_tree,pairwise_correlation_filter_natural,42,training,6,1,1,28000,28000,42,3,7175,0.11385626999981469,0.11856884599999962,166.5625,166.6875,166.6875,0.125,9408132,9408000,3764,0.11385626999981469,4.066295357136239e-06,245924.09359665104,seconds,MiB,bytes,records/second,DIRECT_COMPUTATIONAL,model.fit_only_data_loading_selection_serialization_excluded,DIRECT_COMPUTATIONAL,DERIVED,c36faf12e3da995a79953d2c367b051e998d0f28e421c90215559e9dbc54079a,b3be72469205a79a9108a40d882b3664ddfa94c799065684a04dd89542f3f6a2,c355fe6d1f8ed5557b3f94f48cd0c4400d9f4a6894f52916c79a7721a912eef6,71dc92b8a34db1bb3c2f55a69e56f43733544329128ec60c5cdbbce2445d1604,SUCCESS,,,
v07d__training__decision_tree__pairwise_correlation_filter_natural__s42__r07,v0.7-d-tier1-computational-1,V0.7-D,5b390d6532854ad704f8fe56280d2ea9b6cfebd95ced1b804d0e0ec3e1ecf82e,decision_tree,pairwise_correlation_filter_natural,42,training,7,1,1,28000,28000,42,3,7178,0.10151973199936037,0.10438084500000011,166.33984375,166.58984375,166.58984375,0.25,9408132,9408000,3764,0.10151973199936037,3.6257047142628706e-06,275808.450717506,seconds,MiB,bytes,records/second,DIRECT_COMPUTATIONAL,model.fit_only_data_loading_selection_serialization_excluded,DIRECT_COMPUTATIONAL,DERIVED,c36faf12e3da995a79953d2c367b051e998d0f28e421c90215559e9dbc54079a,b3be72469205a79a9108a40d882b3664ddfa94c799065684a04dd89542f3f6a2,c355fe6d1f8ed5557b3f94f48cd0c4400d9f4a6894f52916c79a7721a912eef6,71dc92b8a34db1bb3c2f55a69e56f43733544329128ec60c5cdbbce2445d1604,SUCCESS,,,
v07d__training__decision_tree__pairwise_correlation_filter_natural__s42__r08,v0.7-d-tier1-computational-1,V0.7-D,5b390d6532854ad704f8fe56280d2ea9b6cfebd95ced1b804d0e0ec3e1ecf82e,decision_tree,pairwise_correlation_filter_natural,42,training,8,1,1,28000,28000,42,3,7181,0.19455601899971953,0.20794584400000016,166.5625,166.6875,166.6875,0.125,9408132,9408000,3764,0.19455601899971953,6.948429249989983e-06,143917.41845848708,seconds,MiB,bytes,records/second,DIRECT_COMPUTATIONAL,model.fit_only_data_loading_selection_serialization_excluded,DIRECT_COMPUTATIONAL,DERIVED,c36faf12e3da995a79953d2c367b051e998d0f28e421c90215559e9dbc54079a,b3be72469205a79a9108a40d882b3664ddfa94c799065684a04dd89542f3f6a2,c355fe6d1f8ed5557b3f94f48cd0c4400d9f4a6894f52916c79a7721a912eef6,71dc92b8a34db1bb3c2f55a69e56f43733544329128ec60c5cdbbce2445d1604,SUCCESS,,,
v07d__training__decision_tree__pairwise_correlation_filter_natural__s42__r09,v0.7-d-tier1-computational-1,V0.7-D,5b390d6532854ad704f8fe56280d2ea9b6cfebd95ced1b804d0e0ec3e1ecf82e,decision_tree,pairwise_correlation_filter_natural,42,training,9,1,1,28000,28000,42,3,7184,0.15876653600025747,0.16813458199999953,166.08203125,166.33203125,166.33203125,0.25,9408132,9408000,3764,0.15876653600025747,5.670233428580624e-06,176359.58247495297,seconds,MiB,bytes,records/second,DIRECT_COMPUTATIONAL,model.fit_only_data_loading_selection_serialization_excluded,DIRECT_COMPUTATIONAL,DERIVED,c36faf12e3da995a79953d2c367b051e998d0f28e421c90215559e9dbc54079a,b3be72469205a79a9108a40d882b3664ddfa94c799065684a04dd89542f3f6a2,c355fe6d1f8ed5557b3f94f48cd0c4400d9f4a6894f52916c79a7721a912eef6,71dc92b8a34db1bb3c2f55a69e56f43733544329128ec60c5cdbbce2445d1604,SUCCESS,,,
v07d__training__decision_tree__pairwise_correlation_filter_natural__s42__r10,v0.7-d-tier1-computational-1,V0.7-D,5b390d6532854ad704f8fe56280d2ea9b6cfebd95ced1b804d0e0ec3e1ecf82e,decision_tree,pairwise_correlation_filter_natural,42,training,10,1,1,28000,28000,42,3,7188,0.13026318399897718,0.13739641699999972,166.46875,166.59375,166.59375,0.125,9408132,9408000,3764,0.13026318399897718,4.652256571392042e-06,214949.4518744441,seconds,MiB,bytes,records/second,DIRECT_COMPUTATIONAL,model.fit_only_data_loading_selection_serialization_excluded,DIRECT_COMPUTATIONAL,DERIVED,c36faf12e3da995a79953d2c367b051e998d0f28e421c90215559e9dbc54079a,b3be72469205a79a9108a40d882b3664ddfa94c799065684a04dd89542f3f6a2,c355fe6d1f8ed5557b3f94f48cd0c4400d9f4a6894f52916c79a7721a912eef6,71dc92b8a34db1bb3c2f55a69e56f43733544329128ec60c5cdbbce2445d1604,SUCCESS,,,
v07d__training__decision_tree__mutual_information_select_k_best_k11__s42__r01,v0.7-d-tier1-computational-1,V0.7-D,5b390d6532854ad704f8fe56280d2ea9b6cfebd95ced1b804d0e0ec3e1ecf82e,decision_tree,mutual_information_select_k_best_k11,42,training,1,1,1,28000,28000,11,3,7192,0.10129115299969271,0.10817776800000001,153.9140625,154.04296875,156.6640625,2.75,2464132,2464000,3028,0.10129115299969271,3.617541178560454e-06,276430.85472711467,seconds,MiB,bytes,records/second,DIRECT_COMPUTATIONAL,model.fit_only_data_loading_selection_serialization_excluded,DIRECT_COMPUTATIONAL,DERIVED,c36faf12e3da995a79953d2c367b051e998d0f28e421c90215559e9dbc54079a,1e43e0655ec53978be4df11931c10f03c531ac893538e6fd3390c8124b7d593c,87f36d590c80453381ee2babc4cd9e8120ca6a3931271398ff525fb55496264f,71dc92b8a34db1bb3c2f55a69e56f43733544329128ec60c5cdbbce2445d1604,SUCCESS,,,
v07d__training__decision_tree__mutual_information_select_k_best_k11__s42__r02,v0.7-d-tier1-computational-1,V0.7-D,5b390d6532854ad704f8fe56280d2ea9b6cfebd95ced1b804d0e0ec3e1ecf82e,decision_tree,mutual_information_select_k_best_k11,42,training,2,1,1,28000,28000,11,3,7195,0.08621317399956752,0.09105710899999941,153.67578125,153.8046875,156.42578125,2.75,2464132,2464000,3028,0.08621317399956752,3.079041928555983e-06,324776.35030744213,seconds,MiB,bytes,records/second,DIRECT_COMPUTATIONAL,model.fit_only_data_loading_selection_serialization_excluded,DIRECT_COMPUTATIONAL,DERIVED,c36faf12e3da995a79953d2c367b051e998d0f28e421c90215559e9dbc54079a,1e43e0655ec53978be4df11931c10f03c531ac893538e6fd3390c8124b7d593c,87f36d590c80453381ee2babc4cd9e8120ca6a3931271398ff525fb55496264f,71dc92b8a34db1bb3c2f55a69e56f43733544329128ec60c5cdbbce2445d1604,SUCCESS,,,
v07d__training__decision_tree__mutual_information_select_k_best_k11__s42__r03,v0.7-d-tier1-computational-1,V0.7-D,5b390d6532854ad704f8fe56280d2ea9b6cfebd95ced1b804d0e0ec3e1ecf82e,decision_tree,mutual_information_select_k_best_k11,42,training,3,1,1,28000,28000,11,3,7199,0.05978960699940217,0.062477114,153.76953125,153.8984375,156.51953125,2.75,2464132,2464000,3028,0.05978960699940217,2.135343107121506e-06,468308.81494638306,seconds,MiB,bytes,records/second,DIRECT_COMPUTATIONAL,model.fit_only_data_loading_selection_serialization_excluded,DIRECT_COMPUTATIONAL,DERIVED,c36faf12e3da995a79953d2c367b051e998d0f28e421c90215559e9dbc54079a,1e43e0655ec53978be4df11931c10f03c531ac893538e6fd3390c8124b7d593c,87f36d590c80453381ee2babc4cd9e8120ca6a3931271398ff525fb55496264f,71dc92b8a34db1bb3c2f55a69e56f43733544329128ec60c5cdbbce2445d1604,SUCCESS,,,
v07d__training__decision_tree__mutual_information_select_k_best_k11__s42__r04,v0.7-d-tier1-computational-1,V0.7-D,5b390d6532854ad704f8fe56280d2ea9b6cfebd95ced1b804d0e0ec3e1ecf82e,decision_tree,mutual_information_select_k_best_k11,42,training,4,1,1,28000,28000,11,3,7202,0.15470748900042963,0.16816153699999958,153.8359375,153.96484375,156.5859375,2.75,2464132,2464000,3028,0.15470748900042963,5.525267464301058e-06,180986.7135774031,seconds,MiB,bytes,records/second,DIRECT_COMPUTATIONAL,model.fit_only_data_loading_selection_serialization_excluded,DIRECT_COMPUTATIONAL,DERIVED,c36faf12e3da995a79953d2c367b051e998d0f28e421c90215559e9dbc54079a,1e43e0655ec53978be4df11931c10f03c531ac893538e6fd3390c8124b7d593c,87f36d590c80453381ee2babc4cd9e8120ca6a3931271398ff525fb55496264f,71dc92b8a34db1bb3c2f55a69e56f43733544329128ec60c5cdbbce2445d1604,SUCCESS,,,
v07d__training__decision_tree__mutual_information_select_k_best_k11__s42__r05,v0.7-d-tier1-computational-1,V0.7-D,5b390d6532854ad704f8fe56280d2ea9b6cfebd95ced1b804d0e0ec3e1ecf82e,decision_tree,mutual_information_select_k_best_k11,42,training,5,1,1,28000,28000,11,3,7205,0.07066536599995743,0.07440900200000033,154.0859375,154.21484375,156.8359375,2.75,2464132,2464000,3028,0.07066536599995743,2.523763071427051e-06,396233.7080376385,seconds,MiB,bytes,records/second,DIRECT_COMPUTATIONAL,model.fit_only_data_loading_selection_serialization_excluded,DIRECT_COMPUTATIONAL,DERIVED,c36faf12e3da995a79953d2c367b051e998d0f28e421c90215559e9dbc54079a,1e43e0655ec53978be4df11931c10f03c531ac893538e6fd3390c8124b7d593c,87f36d590c80453381ee2babc4cd9e8120ca6a3931271398ff525fb55496264f,71dc92b8a34db1bb3c2f55a69e56f43733544329128ec60c5cdbbce2445d1604,SUCCESS,,,
v07d__training__decision_tree__mutual_information_select_k_best_k11__s42__r06,v0.7-d-tier1-computational-1,V0.7-D,5b390d6532854ad704f8fe56280d2ea9b6cfebd95ced1b804d0e0ec3e1ecf82e,decision_tree,mutual_information_select_k_best_k11,42,training,6,1,1,28000,28000,11,3,7216,0.07719335799993132,0.08130245300000016,154.01171875,154.140625,156.76171875,2.75,2464132,2464000,3028,0.07719335799993132,2.7569056428546903e-06,362725.5080679987,seconds,MiB,bytes,records/second,DIRECT_COMPUTATIONAL,model.fit_only_data_loading_selection_serialization_excluded,DIRECT_COMPUTATIONAL,DERIVED,c36faf12e3da995a79953d2c367b051e998d0f28e421c90215559e9dbc54079a,1e43e0655ec53978be4df11931c10f03c531ac893538e6fd3390c8124b7d593c,87f36d590c80453381ee2babc4cd9e8120ca6a3931271398ff525fb55496264f,71dc92b8a34db1bb3c2f55a69e56f43733544329128ec60c5cdbbce2445d1604,SUCCESS,,,
v07d__training__decision_tree__mutual_information_select_k_best_k11__s42__r07,v0.7-d-tier1-computational-1,V0.7-D,5b390d6532854ad704f8fe56280d2ea9b6cfebd95ced1b804d0e0ec3e1ecf82e,decision_tree,mutual_information_select_k_best_k11,42,training,7,1,1,28000,28000,11,3,7219,0.07707217499955732,0.081688588,154.1171875,154.24609375,156.8671875,2.75,2464132,2464000,3028,0.07707217499955732,2.7525776785556187e-06,363295.8327718249,seconds,MiB,bytes,records/second,DIRECT_COMPUTATIONAL,model.fit_only_data_loading_selection_serialization_excluded,DIRECT_COMPUTATIONAL,DERIVED,c36faf12e3da995a79953d2c367b051e998d0f28e421c90215559e9dbc54079a,1e43e0655ec53978be4df11931c10f03c531ac893538e6fd3390c8124b7d593c,87f36d590c80453381ee2babc4cd9e8120ca6a3931271398ff525fb55496264f,71dc92b8a34db1bb3c2f55a69e56f43733544329128ec60c5cdbbce2445d1604,SUCCESS,,,
v07d__training__decision_tree__mutual_information_select_k_best_k11__s42__r08,v0.7-d-tier1-computational-1,V0.7-D,5b390d6532854ad704f8fe56280d2ea9b6cfebd95ced1b804d0e0ec3e1ecf82e,decision_tree,mutual_information_select_k_best_k11,42,training,8,1,1,28000,28000,11,3,7222,0.08753411100042285,0.0929347319999998,154.171875,154.30078125,156.921875,2.75,2464132,2464000,3028,0.08753411100042285,3.126218250015102e-06,319875.2998115756,seconds,MiB,bytes,records/second,DIRECT_COMPUTATIONAL,model.fit_only_data_loading_selection_serialization_excluded,DIRECT_COMPUTATIONAL,DERIVED,c36faf12e3da995a79953d2c367b051e998d0f28e421c90215559e9dbc54079a,1e43e0655ec53978be4df11931c10f03c531ac893538e6fd3390c8124b7d593c,87f36d590c80453381ee2babc4cd9e8120ca6a3931271398ff525fb55496264f,71dc92b8a34db1bb3c2f55a69e56f43733544329128ec60c5cdbbce2445d1604,SUCCESS,,,
