stage,comparison_tier,classifier,phase,metric,unit,candidate_configuration_id,reference_configuration_id,candidate_mean,reference_mean,mean_difference,std_difference,mean_percent_change,ci95_low,ci95_high,n,df,t_critical,aggregation_hierarchy
V1.0-F,primary,logistic_regression,inference,incremental_peak_rss_mib,MiB,HYBRID-K13,BPSO-K10,0.4025,0.40750000000000003,-0.0050000000000000044,0.028777161083053334,-0.8992628992629003,-0.0407315635334908,0.03073156353349079,5,4,2.7764451051977987,ten_repetitions_aggregated_within_seed_before_five_seed_scientific_pairing
V1.0-F,primary,logistic_regression,inference,inference_latency_sec,seconds,HYBRID-K13,BPSO-K10,0.003690489187889625,0.0028539931161307664,0.0008364960717588587,0.0020593165544722115,34.70220355517133,-0.0017204830579519402,0.0033934752014696578,5,4,2.7764451051977987,ten_repetitions_aggregated_within_seed_before_five_seed_scientific_pairing
V1.0-F,primary,logistic_regression,inference,per_record_latency_sec,seconds,HYBRID-K13,BPSO-K10,6.150815313149375e-07,4.756655193551277e-07,1.3941601195980985e-07,3.4321942574536856e-07,34.702203555171344,-2.867471763253233e-07,5.655792002449429e-07,5,4,2.7764451051977987,ten_repetitions_aggregated_within_seed_before_five_seed_scientific_pairing
V1.0-F,primary,logistic_regression,inference,process_cpu_time_sec,seconds,HYBRID-K13,BPSO-K10,1.9321850262399998,1.48161649674,0.4505685294999999,1.083894580814598,36.152078139276476,-0.8952642983528687,1.7964013573528685,5,4,2.7764451051977987,ten_repetitions_aggregated_within_seed_before_five_seed_scientific_pairing
V1.0-F,primary,logistic_regression,inference,throughput_records_sec,records/second,HYBRID-K13,BPSO-K10,2370661.682186031,2536404.8151966743,-165743.13301064348,694518.586241943,-6.371674338739002,-1028101.8249563996,696615.5589351126,5,4,2.7764451051977987,ten_repetitions_aggregated_within_seed_before_five_seed_scientific_pairing
V1.0-F,primary,logistic_regression,inference,wall_time_sec,seconds,HYBRID-K13,BPSO-K10,1.889530464199488,1.4612444754589524,0.42828598874053564,1.0543700758897723,34.70220355517133,-0.8808873256713934,1.7374593031524648,5,4,2.7764451051977987,ten_repetitions_aggregated_within_seed_before_five_seed_scientific_pairing
V1.0-F,primary,decision_tree,training,absolute_peak_rss_mib,MiB,HYBRID-K13,BGWO-K14,160.615390625,160.99,-0.3746093750000057,0.11657260554384423,-0.2326775988780821,-0.5193533769963443,-0.22986537300366702,5,4,2.7764451051977987,ten_repetitions_aggregated_within_seed_before_five_seed_scientific_pairing
V1.0-F,primary,decision_tree,training,incremental_peak_rss_mib,MiB,HYBRID-K13,BGWO-K14,2.8825000000000003,3.0175,-0.13500000000000006,0.016298006013006665,-4.472448474292643,-0.1552366465421048,-0.11476335345789532,5,4,2.7764451051977987,ten_repetitions_aggregated_within_seed_before_five_seed_scientific_pairing
V1.0-F,primary,decision_tree,training,inference_latency_sec,seconds,HYBRID-K13,BGWO-K14,0.032311668200709395,0.04216475001929211,-0.00985308181858272,0.0015025800864015594,-23.33061998403617,-0.01171878134559523,-0.00798738229157021,5,4,2.7764451051977987,ten_repetitions_aggregated_within_seed_before_five_seed_scientific_pairing
V1.0-F,primary,decision_tree,training,per_record_latency_sec,seconds,HYBRID-K13,BGWO-K14,1.1539881500253353e-06,1.5058839292604324e-06,-3.518957792350973e-07,5.3663574514341275e-08,-23.330619984036176,-4.1852790519982963e-07,-2.8526365327036494e-07,5,4,2.7764451051977987,ten_repetitions_aggregated_within_seed_before_five_seed_scientific_pairing
V1.0-F,primary,decision_tree,training,process_cpu_time_sec,seconds,HYBRID-K13,BGWO-K14,0.03296869539999999,0.04320899306000001,-0.010240297660000019,0.001380813038486099,-23.67758154964151,-0.011954803433176987,-0.00852579188682305,5,4,2.7764451051977987,ten_repetitions_aggregated_within_seed_before_five_seed_scientific_pairing
V1.0-F,primary,decision_tree,training,throughput_records_sec,records/second,HYBRID-K13,BGWO-K14,880020.5707267126,671646.8364235392,208373.73430317338,34914.02447141993,31.124474188856045,165022.24872716717,251725.21987917958,5,4,2.7764451051977987,ten_repetitions_aggregated_within_seed_before_five_seed_scientific_pairing
V1.0-F,primary,decision_tree,training,wall_time_sec,seconds,HYBRID-K13,BGWO-K14,0.032311668200709395,0.04216475001929211,-0.00985308181858272,0.0015025800864015594,-23.33061998403617,-0.01171878134559523,-0.00798738229157021,5,4,2.7764451051977987,ten_repetitions_aggregated_within_seed_before_five_seed_scientific_pairing
V1.0-F,primary,decision_tree,inference,absolute_peak_rss_mib,MiB,HYBRID-K13,BGWO-K14,155.801328125,155.914609375,-0.11328124999999431,0.10630276435709447,-0.07260903056646724,-0.24527356041062937,0.018711060410640745,5,4,2.7764451051977987,ten_repetitions_aggregated_within_seed_before_five_seed_scientific_pairing
V1.0-F,primary,decision_tree,inference,incremental_peak_rss_mib,MiB,HYBRID-K13,BGWO-K14,0.39249999999999996,0.395,-0.0025000000000000135,0.04088856808449031,-0.3793485135989919,-0.05326986100497627,0.04826986100497624,5,4,2.7764451051977987,ten_repetitions_aggregated_within_seed_before_five_seed_scientific_pairing
V1.0-F,primary,decision_tree,inference,inference_latency_sec,seconds,HYBRID-K13,BGWO-K14,0.00417321209429673,0.003550632198124219,0.0006225798961725104,0.001949778942398308,29.559281739003893,-0.001798390329330206,0.003043550121675227,5,4,2.7764451051977987,ten_repetitions_aggregated_within_seed_before_five_seed_scientific_pairing
V1.0-F,primary,decision_tree,inference,per_record_latency_sec,seconds,HYBRID-K13,BGWO-K14,6.955353490494549e-07,5.917720330207033e-07,1.0376331602875173e-07,3.2496315706638466e-07,29.559281739003886,-2.997317215550344e-07,5.072583536125379e-07,5,4,2.7764451051977987,ten_repetitions_aggregated_within_seed_before_five_seed_scientific_pairing
V1.0-F,primary,decision_tree,inference,process_cpu_time_sec,seconds,HYBRID-K13,BGWO-K14,2.1849143515200002,1.8618991732599999,0.32301517826000015,1.0349789512337086,30.097985485023834,-0.962080875694086,1.6081112322140863,5,4,2.7764451051977987,ten_repetitions_aggregated_within_seed_before_five_seed_scientific_pairing
V1.0-F,primary,decision_tree,inference,throughput_records_sec,records/second,HYBRID-K13,BGWO-K14,1760296.3049618949,2143394.3645283557,-383098.0595664609,673861.2500314064,-12.43633985661441,-1219807.2818126455,453611.1626797237,5,4,2.7764451051977987,ten_repetitions_aggregated_within_seed_before_five_seed_scientific_pairing
V1.0-F,primary,decision_tree,inference,wall_time_sec,seconds,HYBRID-K13,BGWO-K14,2.136684592279926,1.8179236854396001,0.3187609068403253,0.9982868185079337,29.559281739003893,-0.9207758486170655,1.5582976622977163,5,4,2.7764451051977987,ten_repetitions_aggregated_within_seed_before_five_seed_scientific_pairing
V1.0-F,primary,logistic_regression,training,absolute_peak_rss_mib,MiB,HYBRID-K13,BGWO-K14,166.676640625,168.38703125,-1.710390624999991,0.07817800935980385,-1.0157296469132375,-1.8074614409953427,-1.6133198090046392,5,4,2.7764451051977987,ten_repetitions_aggregated_within_seed_before_five_seed_scientific_pairing
V1.0-F,primary,logistic_regression,training,incremental_peak_rss_mib,MiB,HYBRID-K13,BGWO-K14,9.0175,10.52,-1.5025000000000002,0.022360679774998067,-14.282159582525281,-1.5302644500000004,-1.47473555,5,4,2.7764451051977987,ten_repetitions_aggregated_within_seed_before_five_seed_scientific_pairing
V1.0-F,primary,logistic_regression,training,inference_latency_sec,seconds,HYBRID-K13,BGWO-K14,0.056675407739821826,0.07489462794008432,-0.018219220200262502,0.016074171870826246,-22.722250020259896,-0.038177939956983487,0.0017394995564584785,5,4,2.7764451051977987,ten_repetitions_aggregated_within_seed_before_five_seed_scientific_pairing
V1.0-F,primary,logistic_regression,training,per_record_latency_sec,seconds,HYBRID-K13,BGWO-K14,2.0241217049936363e-06,2.674808140717297e-06,-6.506864357236605e-07,5.740775668152231e-07,-22.722250020259885,-1.3634978556065528e-06,6.212498415923172e-08,5,4,2.7764451051977987,ten_repetitions_aggregated_within_seed_before_five_seed_scientific_pairing
V1.0-F,primary,logistic_regression,training,process_cpu_time_sec,seconds,HYBRID-K13,BGWO-K14,0.058288797260000025,0.07700933724000003,-0.018720539980000006,0.016829426793353527,-22.60297375432236,-0.03961703254795765,0.0021759525879576323,5,4,2.7764451051977987,ten_repetitions_aggregated_within_seed_before_five_seed_scientific_pairing
V1.0-F,primary,logistic_regression,training,throughput_records_sec,records/second,HYBRID-K13,BGWO-K14,511223.0694669594,386333.326828462,124889.74263849738,105975.13136115912,34.95565388972123,-6695.757691874867,256475.24296886963,5,4,2.7764451051977987,ten_repetitions_aggregated_within_seed_before_five_seed_scientific_pairing
V1.0-F,primary,logistic_regression,training,wall_time_sec,seconds,HYBRID-K13,BGWO-K14,0.056675407739821826,0.07489462794008432,-0.018219220200262502,0.016074171870826246,-22.722250020259896,-0.038177939956983487,0.0017394995564584785,5,4,2.7764451051977987,ten_repetitions_aggregated_within_seed_before_five_seed_scientific_pairing
