stage,classifier,configuration_id,phase,metric,unit,seed_count,mean_of_seed_means,std_of_seed_means,min_of_seed_means,max_of_seed_means,feature_count,input_dataframe_memory_bytes,numpy_dense_nbytes,serialized_model_bytes,measurement_provenance,aggregation_hierarchy
V1.0-F,decision_tree,K42,training,inference_latency_sec,seconds,5,0.09546390990042711,0.00713990946004796,0.08738725090006483,0.10649831660048222,42,9408132,9408000,3780,DIRECT_COMPUTATIONAL,seeds_are_scientific_units_ten_repetitions_nested
V1.0-F,decision_tree,K42,training,monotonic_elapsed_sec,seconds,5,13.746685752859339,0.533779671290856,13.126063410999631,14.538959379299195,42,9408132,9408000,3780,DIRECT_COMPUTATIONAL,seeds_are_scientific_units_ten_repetitions_nested
V1.0-F,decision_tree,K42,training,per_record_latency_sec,seconds,5,3.4094253535866816e-06,2.5499676643028444e-07,3.1209732464308865e-06,3.803511307160079e-06,42,9408132,9408000,3780,DIRECT_COMPUTATIONAL,seeds_are_scientific_units_ten_repetitions_nested
V1.0-F,decision_tree,K42,training,process_cpu_time_sec,seconds,5,0.09758165388000002,0.007582567500738151,0.0875746613,0.10827454800000011,42,9408132,9408000,3780,DIRECT_COMPUTATIONAL,seeds_are_scientific_units_ten_repetitions_nested
V1.0-F,decision_tree,K42,training,standby_gap_sec,seconds,5,8.400256047025322e-07,1.562383198202402e-07,6.494003173429519e-07,1.0238312825094908e-06,42,9408132,9408000,3780,DIRECT_COMPUTATIONAL,seeds_are_scientific_units_ten_repetitions_nested
V1.0-F,decision_tree,K42,training,throughput_records_sec,records/second,5,296593.8779037789,22002.387230893084,264829.9568181257,324057.4559508547,42,9408132,9408000,3780,DIRECT_COMPUTATIONAL,seeds_are_scientific_units_ten_repetitions_nested
V1.0-F,decision_tree,K42,training,wall_clock_elapsed_sec,seconds,5,13.62526659011841,0.5798586814912549,12.785894179344178,14.341451454162598,42,9408132,9408000,3780,DIRECT_COMPUTATIONAL,seeds_are_scientific_units_ten_repetitions_nested
V1.0-F,decision_tree,K42,training,wall_time_sec,seconds,5,0.09546390990042711,0.00713990946004796,0.08738725090006483,0.10649831660048222,42,9408132,9408000,3780,DIRECT_COMPUTATIONAL,seeds_are_scientific_units_ten_repetitions_nested
V1.0-F,decision_tree,K43,inference,absolute_peak_rss_mib,MiB,5,157.92624999999998,0.10283621378305392,157.798828125,158.026171875,43,2064132,2064000,3796,DIRECT_COMPUTATIONAL,seeds_are_scientific_units_ten_repetitions_nested
V1.0-F,decision_tree,K43,inference,incremental_peak_rss_mib,MiB,5,0.3975,0.029843340965783307,0.3625,0.4375,43,2064132,2064000,3796,DIRECT_COMPUTATIONAL,seeds_are_scientific_units_ten_repetitions_nested
V1.0-F,decision_tree,K43,inference,inference_latency_sec,seconds,5,0.0041326811201167855,0.0014351136506408017,0.002424547492188367,0.00558263869257587,43,2064132,2064000,3796,DIRECT_COMPUTATIONAL,seeds_are_scientific_units_ten_repetitions_nested
V1.0-F,decision_tree,K43,inference,monotonic_elapsed_sec,seconds,5,19.643025380219914,5.529503548661004,13.419935722798254,26.233825409699783,43,2064132,2064000,3796,DIRECT_COMPUTATIONAL,seeds_are_scientific_units_ten_repetitions_nested
V1.0-F,decision_tree,K43,inference,per_record_latency_sec,seconds,5,6.887801866861309e-07,2.3918560844013363e-07,4.040912486980611e-07,9.304397820959783e-07,43,2064132,2064000,3796,DIRECT_COMPUTATIONAL,seeds_are_scientific_units_ten_repetitions_nested
V1.0-F,decision_tree,K43,inference,process_cpu_time_sec,seconds,5,2.18016076396,0.7829748658820597,1.2739084042000002,2.9889526801999997,43,2064132,2064000,3796,DIRECT_COMPUTATIONAL,seeds_are_scientific_units_ten_repetitions_nested
V1.0-F,decision_tree,K43,inference,standby_gap_sec,seconds,5,7.211076444946229e-07,3.114955008682481e-07,3.755645593628287e-07,1.1609678040258587e-06,43,2064132,2064000,3796,DIRECT_COMPUTATIONAL,seeds_are_scientific_units_ten_repetitions_nested
V1.0-F,decision_tree,K43,inference,throughput_records_sec,records/second,5,1777783.6847630553,598129.5019511601,1188082.4274418398,2497895.7054024218,43,2064132,2064000,3796,DIRECT_COMPUTATIONAL,seeds_are_scientific_units_ten_repetitions_nested
