scenario_id,attack_type,attack_rate,attack_severity,classifier,comparison_type,configuration_id,reference_configuration_id,metric,paired_seed_count,mean_difference,std_difference,ci95_low,ci95_high,baseline_mean,configuration_mean,margin_percent,relative_degradation_percent,descriptively_preserved,rate_scenario,selection_performed,scenario_configuration_preserved
mixed__r0p01__medium,mixed,0.01,MEDIUM,logistic_regression,reduced_minus_full_baseline,pairwise_correlation_filter_natural,none_natural,average_precision,5,-5.7730721091456274e-08,5.948993835310065e-07,-7.963958681761074e-07,6.809344259931948e-07,0.012662535379033748,0.012662477648312655,5.0,0.0004559175501936676,True,True,False,True
mixed__r0p01__medium,mixed,0.01,MEDIUM,logistic_regression,reduced_minus_full_baseline,pairwise_correlation_filter_natural,none_natural,f1,5,0.0,0.0,0.0,0.0,0.019575887354823036,0.019575887354823036,5.0,0.0,True,True,False,True
mixed__r0p01__medium,mixed,0.01,MEDIUM,logistic_regression,reduced_minus_full_baseline,pairwise_correlation_filter_natural,none_natural,recall,5,0.0,0.0,0.0,0.0,0.4366666666666667,0.4366666666666667,10.0,0.0,True,True,False,True
mixed__r0p01__medium,mixed,0.01,MEDIUM,logistic_regression,reduced_minus_full_baseline,mutual_information_select_k_best_k11,none_natural,average_precision,5,-0.0008173670884073847,0.001645001894824876,-0.0028599067181900315,0.0012251725413752624,0.012662535379033748,0.011845168290626363,5.0,6.455003393402219,False,True,False,False
mixed__r0p01__medium,mixed,0.01,MEDIUM,logistic_regression,reduced_minus_full_baseline,mutual_information_select_k_best_k11,none_natural,f1,5,0.0009439938626947215,0.004974142988397215,-0.005232220407920692,0.007120208133310136,0.019575887354823036,0.020519881217517758,5.0,0.0,True,True,False,False
mixed__r0p01__medium,mixed,0.01,MEDIUM,logistic_regression,reduced_minus_full_baseline,mutual_information_select_k_best_k11,none_natural,recall,5,0.09333333333333334,0.14366241293006635,-0.08504711269715474,0.2717137793638214,0.4366666666666667,0.53,10.0,0.0,True,True,False,False
mixed__r0p03__medium,mixed,0.03,MEDIUM,decision_tree,reduced_minus_full_baseline,pairwise_correlation_filter_natural,none_natural,average_precision,5,0.0,0.0,0.0,0.0,0.20004804759368203,0.20004804759368203,5.0,0.0,True,True,False,True
mixed__r0p03__medium,mixed,0.03,MEDIUM,decision_tree,reduced_minus_full_baseline,pairwise_correlation_filter_natural,none_natural,f1,5,0.0,0.0,0.0,0.0,0.15272041353575805,0.15272041353575805,5.0,0.0,True,True,False,True
mixed__r0p03__medium,mixed,0.03,MEDIUM,decision_tree,reduced_minus_full_baseline,pairwise_correlation_filter_natural,none_natural,recall,5,0.0,0.0,0.0,0.0,0.30666666666666664,0.30666666666666664,10.0,0.0,True,True,False,True
mixed__r0p03__medium,mixed,0.03,MEDIUM,decision_tree,reduced_minus_full_baseline,mutual_information_select_k_best_k11,none_natural,average_precision,5,0.0030204509942027393,0.008033552567100836,-0.006954522006051725,0.012995423994457203,0.20004804759368203,0.20306849858788473,5.0,0.0,True,True,False,True
mixed__r0p03__medium,mixed,0.03,MEDIUM,decision_tree,reduced_minus_full_baseline,mutual_information_select_k_best_k11,none_natural,f1,5,0.008284304100247383,0.06725788600049011,-0.07522739154192051,0.09179599974241529,0.15272041353575805,0.16100471763600543,5.0,0.0,True,True,False,True
mixed__r0p03__medium,mixed,0.03,MEDIUM,decision_tree,reduced_minus_full_baseline,mutual_information_select_k_best_k11,none_natural,recall,5,-0.0066666666666666706,0.025276251480171843,-0.0380512781391656,0.024717944805832257,0.30666666666666664,0.3,10.0,2.1739130434782568,True,True,False,True
mixed__r0p03__medium,mixed,0.03,MEDIUM,logistic_regression,reduced_minus_full_baseline,pairwise_correlation_filter_natural,none_natural,average_precision,5,7.997044989271895e-08,8.715577462172889e-07,-1.0022114259417617e-06,1.1621523257271994e-06,0.03282466955296396,0.03282474952341385,5.0,0.0,True,True,False,True
mixed__r0p03__medium,mixed,0.03,MEDIUM,logistic_regression,reduced_minus_full_baseline,pairwise_correlation_filter_natural,none_natural,f1,5,0.0,0.0,0.0,0.0,0.05576164344995103,0.05576164344995103,5.0,0.0,True,True,False,True
mixed__r0p03__medium,mixed,0.03,MEDIUM,logistic_regression,reduced_minus_full_baseline,pairwise_correlation_filter_natural,none_natural,recall,5,0.0,0.0,0.0,0.0,0.4322222222222223,0.4322222222222223,10.0,0.0,True,True,False,True
mixed__r0p03__medium,mixed,0.03,MEDIUM,logistic_regression,reduced_minus_full_baseline,mutual_information_select_k_best_k11,none_natural,average_precision,5,-0.0015203964821643469,0.0019183777313007502,-0.003902377046078196,0.000861584081749502,0.03282466955296396,0.03130427307079961,5.0,4.631871403034623,True,True,False,True
mixed__r0p03__medium,mixed,0.03,MEDIUM,logistic_regression,reduced_minus_full_baseline,mutual_information_select_k_best_k11,none_natural,f1,5,0.003224115994337841,0.004715689457701293,-0.00263118583200354,0.009079417820679222,0.05576164344995103,0.05898575944428887,5.0,0.0,True,True,False,True
mixed__r0p03__medium,mixed,0.03,MEDIUM,logistic_regression,reduced_minus_full_baseline,mutual_information_select_k_best_k11,none_natural,recall,5,0.0911111111111111,0.05939509893735155,0.01736235509079241,0.1648598671314298,0.4322222222222223,0.5233333333333333,10.0,0.0,True,True,False,True
mixed__r0p05__medium,mixed,0.05,MEDIUM,decision_tree,reduced_minus_full_baseline,pairwise_correlation_filter_natural,none_natural,average_precision,5,0.0,0.0,0.0,0.0,0.22208384690725302,0.22208384690725302,5.0,0.0,True,True,False,True
mixed__r0p05__medium,mixed,0.05,MEDIUM,decision_tree,reduced_minus_full_baseline,pairwise_correlation_filter_natural,none_natural,f1,5,0.0,0.0,0.0,0.0,0.18900476213886785,0.18900476213886785,5.0,0.0,True,True,False,True
mixed__r0p05__medium,mixed,0.05,MEDIUM,decision_tree,reduced_minus_full_baseline,pairwise_correlation_filter_natural,none_natural,recall,5,0.0,0.0,0.0,0.0,0.30533333333333335,0.30533333333333335,10.0,0.0,True,True,False,True
mixed__r0p05__medium,mixed,0.05,MEDIUM,decision_tree,reduced_minus_full_baseline,mutual_information_select_k_best_k11,none_natural,average_precision,5,0.0028573434426328705,0.008246996458266558,-0.007382655152918804,0.013097342038184544,0.22208384690725302,0.2249411903498859,5.0,0.0,True,True,False,True
mixed__r0p05__medium,mixed,0.05,MEDIUM,decision_tree,reduced_minus_full_baseline,mutual_information_select_k_best_k11,none_natural,f1,5,0.0031160812277668455,0.0386167705210672,-0.04483297245517681,0.051065134910710505,0.18900476213886785,0.19212084336663468,5.0,0.0,True,True,False,True
mixed__r0p05__medium,mixed,0.05,MEDIUM,decision_tree,reduced_minus_full_baseline,mutual_information_select_k_best_k11,none_natural,recall,5,-0.005333333333333334,0.025884358211089562,-0.037473009040678774,0.026806342374012103,0.30533333333333335,0.3,10.0,1.746724890829702,True,True,False,True
mixed__r0p05__medium,mixed,0.05,MEDIUM,logistic_regression,reduced_minus_full_baseline,pairwise_correlation_filter_natural,none_natural,average_precision,5,1.621596969217376e-07,1.0125271523129815e-06,-1.0950588153100696e-06,1.419378209153545e-06,0.051149797360171737,0.05114995951986866,5.0,0.0,True,True,False,True
mixed__r0p05__medium,mixed,0.05,MEDIUM,logistic_regression,reduced_minus_full_baseline,pairwise_correlation_filter_natural,none_natural,f1,5,0.0,0.0,0.0,0.0,0.08734827100957092,0.08734827100957092,5.0,0.0,True,True,False,True
mixed__r0p05__medium,mixed,0.05,MEDIUM,logistic_regression,reduced_minus_full_baseline,pairwise_correlation_filter_natural,none_natural,recall,5,0.0,0.0,0.0,0.0,0.42333333333333334,0.42333333333333334,10.0,0.0,True,True,False,True
mixed__r0p05__medium,mixed,0.05,MEDIUM,logistic_regression,reduced_minus_full_baseline,mutual_information_select_k_best_k11,none_natural,average_precision,5,2.072058327960702e-05,0.0021008526368630704,-0.002587832501446787,0.002629273668006001,0.051149797360171737,0.051170517943451344,5.0,0.0,True,True,False,True
mixed__r0p05__medium,mixed,0.05,MEDIUM,logistic_regression,reduced_minus_full_baseline,mutual_information_select_k_best_k11,none_natural,f1,5,0.0051091021923726585,0.0024883282330764806,0.0020194346096451526,0.008198769775100164,0.08734827100957092,0.09245737320194357,5.0,0.0,True,True,False,True
mixed__r0p05__medium,mixed,0.05,MEDIUM,logistic_regression,reduced_minus_full_baseline,mutual_information_select_k_best_k11,none_natural,recall,5,0.08666666666666667,0.04760952285695233,0.027551636163482766,0.14578169716985057,0.42333333333333334,0.51,10.0,0.0,True,True,False,True
mixed__r0p10__medium,mixed,0.1,MEDIUM,decision_tree,reduced_minus_full_baseline,pairwise_correlation_filter_natural,none_natural,average_precision,5,0.0,0.0,0.0,0.0,0.28681804859786064,0.28681804859786064,5.0,0.0,True,True,False,True
mixed__r0p10__medium,mixed,0.1,MEDIUM,decision_tree,reduced_minus_full_baseline,pairwise_correlation_filter_natural,none_natural,f1,5,0.0,0.0,0.0,0.0,0.26161865825303293,0.26161865825303293,5.0,0.0,True,True,False,True
mixed__r0p10__medium,mixed,0.1,MEDIUM,decision_tree,reduced_minus_full_baseline,pairwise_correlation_filter_natural,none_natural,recall,5,0.0,0.0,0.0,0.0,0.32399999999999995,0.32399999999999995,10.0,0.0,True,True,False,True
mixed__r0p10__medium,mixed,0.1,MEDIUM,decision_tree,reduced_minus_full_baseline,mutual_information_select_k_best_k11,none_natural,average_precision,5,0.0025362560179102767,0.007561406199631676,-0.006852469835974583,0.011924981871795136,0.28681804859786064,0.2893543046157709,5.0,0.0,True,True,False,True
mixed__r0p10__medium,mixed,0.1,MEDIUM,decision_tree,reduced_minus_full_baseline,mutual_information_select_k_best_k11,none_natural,f1,5,0.000609209004655703,0.016618899244614672,-0.020025879877174465,0.02124429788648587,0.26161865825303293,0.26222786725768865,5.0,0.0,True,True,False,True
mixed__r0p10__medium,mixed,0.1,MEDIUM,decision_tree,reduced_minus_full_baseline,mutual_information_select_k_best_k11,none_natural,recall,5,-0.0053333333333333175,0.01973434682082091,-0.02983676130883303,0.01917009464216639,0.32399999999999995,0.31866666666666665,10.0,1.6460905349794142,True,True,False,True
mixed__r0p10__medium,mixed,0.1,MEDIUM,logistic_regression,reduced_minus_full_baseline,pairwise_correlation_filter_natural,none_natural,average_precision,5,3.4501296815037107e-07,7.304299585909474e-07,-5.619356146421953e-07,1.2519615509429375e-06,0.1025729972901833,0.10257334230315145,5.0,0.0,True,True,False,True
mixed__r0p10__medium,mixed,0.1,MEDIUM,logistic_regression,reduced_minus_full_baseline,pairwise_correlation_filter_natural,none_natural,f1,5,0.0,0.0,0.0,0.0,0.16244186386852216,0.16244186386852216,5.0,0.0,True,True,False,True
mixed__r0p10__medium,mixed,0.1,MEDIUM,logistic_regression,reduced_minus_full_baseline,pairwise_correlation_filter_natural,none_natural,recall,5,0.0,0.0,0.0,0.0,0.434,0.434,10.0,0.0,True,True,False,True
mixed__r0p10__medium,mixed,0.1,MEDIUM,logistic_regression,reduced_minus_full_baseline,mutual_information_select_k_best_k11,none_natural,average_precision,5,0.000578835270523817,0.004602415147129882,-0.00513581792245958,0.006293488463507213,0.1025729972901833,0.10315183256070712,5.0,0.0,True,True,False,True
mixed__r0p10__medium,mixed,0.1,MEDIUM,logistic_regression,reduced_minus_full_baseline,mutual_information_select_k_best_k11,none_natural,f1,5,0.006158100849931814,0.010492863739312082,-0.00687051029324008,0.019186711993103706,0.16244186386852216,0.16859996471845395,5.0,0.0,True,True,False,True
mixed__r0p10__medium,mixed,0.1,MEDIUM,logistic_regression,reduced_minus_full_baseline,mutual_information_select_k_best_k11,none_natural,recall,5,0.07200000000000002,0.05620399353149997,0.002213524676603809,0.14178647532339622,0.434,0.506,10.0,0.0,True,True,False,True
mixed__r0p05__low,mixed,0.05,LOW,decision_tree,reduced_minus_full_baseline,pairwise_correlation_filter_natural,none_natural,average_precision,5,0.0,0.0,0.0,0.0,0.07528984138668714,0.07528984138668714,5.0,0.0,True,False,False,True
mixed__r0p05__low,mixed,0.05,LOW,decision_tree,reduced_minus_full_baseline,pairwise_correlation_filter_natural,none_natural,f1,5,0.0,0.0,0.0,0.0,0.07403277545606507,0.07403277545606507,5.0,0.0,True,False,False,True
mixed__r0p05__low,mixed,0.05,LOW,decision_tree,reduced_minus_full_baseline,pairwise_correlation_filter_natural,none_natural,recall,5,0.0,0.0,0.0,0.0,0.17333333333333334,0.17333333333333334,10.0,0.0,True,False,False,True
mixed__r0p05__low,mixed,0.05,LOW,decision_tree,reduced_minus_full_baseline,mutual_information_select_k_best_k11,none_natural,average_precision,5,0.0003002605429615307,0.0028644469359333626,-0.0032564200921548357,0.0038569411780778975,0.07528984138668714,0.07559010192964867,5.0,0.0,True,False,False,False
mixed__r0p05__low,mixed,0.05,LOW,decision_tree,reduced_minus_full_baseline,mutual_information_select_k_best_k11,none_natural,f1,5,-0.006463213038309155,0.01742971891493977,-0.028105067513818242,0.015178641437199934,0.07403277545606507,0.06756956241775591,5.0,8.73020496461701,False,False,False,False
mixed__r0p05__low,mixed,0.05,LOW,decision_tree,reduced_minus_full_baseline,mutual_information_select_k_best_k11,none_natural,recall,5,-0.007333333333333331,0.026076809620810593,-0.03971196902753313,0.025045302360866467,0.17333333333333334,0.166,10.0,4.230769230769229,True,False,False,False
mixed__r0p05__low,mixed,0.05,LOW,logistic_regression,reduced_minus_full_baseline,pairwise_correlation_filter_natural,none_natural,average_precision,5,-1.6221317287318238e-07,5.254588781332062e-07,-8.146565443882421e-07,4.902301986418774e-07,0.05069493711774509,0.050694774904572214,5.0,0.000319979039517147,True,False,False,True
mixed__r0p05__low,mixed,0.05,LOW,logistic_regression,reduced_minus_full_baseline,pairwise_correlation_filter_natural,none_natural,f1,5,0.0,0.0,0.0,0.0,0.08650272346378086,0.08650272346378086,5.0,0.0,True,False,False,True
mixed__r0p05__low,mixed,0.05,LOW,logistic_regression,reduced_minus_full_baseline,pairwise_correlation_filter_natural,none_natural,recall,5,0.0,0.0,0.0,0.0,0.41933333333333334,0.41933333333333334,10.0,0.0,True,False,False,True
mixed__r0p05__low,mixed,0.05,LOW,logistic_regression,reduced_minus_full_baseline,mutual_information_select_k_best_k11,none_natural,average_precision,5,-6.707230357081983e-05,0.0025555811591705946,-0.0032402454234033125,0.0031061008162616725,0.05069493711774509,0.050627864814174264,5.0,0.13230572397207854,True,False,False,True
mixed__r0p05__low,mixed,0.05,LOW,logistic_regression,reduced_minus_full_baseline,mutual_information_select_k_best_k11,none_natural,f1,5,0.00707438109578074,0.0036215982323890266,0.0025775729546613233,0.011571189236900158,0.08650272346378086,0.0935771045595616,5.0,0.0,True,False,False,True
mixed__r0p05__low,mixed,0.05,LOW,logistic_regression,reduced_minus_full_baseline,mutual_information_select_k_best_k11,none_natural,recall,5,0.09733333333333333,0.04951991742947703,0.03584623466707975,0.1588204319995869,0.41933333333333334,0.5166666666666667,10.0,0.0,True,False,False,True
mixed__r0p05__high,mixed,0.05,HIGH,decision_tree,reduced_minus_full_baseline,pairwise_correlation_filter_natural,none_natural,average_precision,5,0.0,0.0,0.0,0.0,0.2140534733454603,0.2140534733454603,5.0,0.0,True,False,False,True
mixed__r0p05__high,mixed,0.05,HIGH,decision_tree,reduced_minus_full_baseline,pairwise_correlation_filter_natural,none_natural,f1,5,0.0,0.0,0.0,0.0,0.19126857884446474,0.19126857884446474,5.0,0.0,True,False,False,True
mixed__r0p05__high,mixed,0.05,HIGH,decision_tree,reduced_minus_full_baseline,pairwise_correlation_filter_natural,none_natural,recall,5,0.0,0.0,0.0,0.0,0.316,0.316,10.0,0.0,True,False,False,True
mixed__r0p05__high,mixed,0.05,HIGH,decision_tree,reduced_minus_full_baseline,mutual_information_select_k_best_k11,none_natural,average_precision,5,0.010791354392225883,0.013848077937100382,-0.006403305426605176,0.027986014211056943,0.2140534733454603,0.22484482773768621,5.0,0.0,True,False,False,True
mixed__r0p05__high,mixed,0.05,HIGH,decision_tree,reduced_minus_full_baseline,mutual_information_select_k_best_k11,none_natural,f1,5,0.009095897419167276,0.047561342068959546,-0.04995930873416085,0.0681511035724954,0.19126857884446474,0.200364476263632,5.0,0.0,True,False,False,True
mixed__r0p05__high,mixed,0.05,HIGH,decision_tree,reduced_minus_full_baseline,mutual_information_select_k_best_k11,none_natural,recall,5,0.000666666666666671,0.01570562531918633,-0.018834442861459997,0.020167776194793336,0.316,0.31666666666666665,10.0,0.0,True,False,False,True
mixed__r0p05__high,mixed,0.05,HIGH,logistic_regression,reduced_minus_full_baseline,pairwise_correlation_filter_natural,none_natural,average_precision,5,2.7868782967038763e-06,7.870314688565847e-06,-6.985408106630373e-06,1.2559164700038126e-05,0.059980322727390775,0.05998310960568748,5.0,0.0,True,False,False,True
mixed__r0p05__high,mixed,0.05,HIGH,logistic_regression,reduced_minus_full_baseline,pairwise_correlation_filter_natural,none_natural,f1,5,0.0,0.0,0.0,0.0,0.09268296771736557,0.09268296771736557,5.0,0.0,True,False,False,True
mixed__r0p05__high,mixed,0.05,HIGH,logistic_regression,reduced_minus_full_baseline,pairwise_correlation_filter_natural,none_natural,recall,5,0.0,0.0,0.0,0.0,0.44866666666666666,0.44866666666666666,10.0,0.0,True,False,False,True
mixed__r0p05__high,mixed,0.05,HIGH,logistic_regression,reduced_minus_full_baseline,mutual_information_select_k_best_k11,none_natural,average_precision,5,0.008755317737646548,0.012186925285986316,-0.0063767486387737975,0.023887384114066892,0.059980322727390775,0.06873564046503733,5.0,0.0,True,False,False,True
mixed__r0p05__high,mixed,0.05,HIGH,logistic_regression,reduced_minus_full_baseline,mutual_information_select_k_best_k11,none_natural,f1,5,0.0007887543908058736,0.0034081520120285373,-0.003443025262939046,0.005020534044550794,0.09268296771736557,0.09347172210817145,5.0,0.0,True,False,False,True
mixed__r0p05__high,mixed,0.05,HIGH,logistic_regression,reduced_minus_full_baseline,mutual_information_select_k_best_k11,none_natural,recall,5,0.06666666666666668,0.05552777082985896,-0.0022801672733331335,0.1356135006066665,0.44866666666666666,0.5153333333333333,10.0,0.0,True,False,False,True
