scenario_id,attack_type,attack_rate,attack_severity,configuration_id,comparison_type,classifier,reference_classifier,metric,paired_seed_count,mean_difference,std_difference,ci95_low,ci95_high,reference_configuration_id
mixed__r0p05__high,mixed,0.05,HIGH,none_natural,logistic_regression_minus_decision_tree,logistic_regression,decision_tree,recall,5,0.13266666666666668,0.12250623566895595,-0.01944491571906265,0.284778249052396,
mixed__r0p05__high,mixed,0.05,HIGH,pairwise_correlation_filter_natural,logistic_regression_minus_decision_tree,logistic_regression,decision_tree,average_precision,5,-0.15407036373977284,0.005614086421970097,-0.16104117273274324,-0.14709955474680245,
mixed__r0p05__high,mixed,0.05,HIGH,pairwise_correlation_filter_natural,logistic_regression_minus_decision_tree,logistic_regression,decision_tree,f1,5,-0.09858561112709914,0.06659482266023889,-0.1812740048911477,-0.015897217363050567,
mixed__r0p05__high,mixed,0.05,HIGH,pairwise_correlation_filter_natural,logistic_regression_minus_decision_tree,logistic_regression,decision_tree,recall,5,0.13266666666666668,0.12250623566895595,-0.01944491571906265,0.284778249052396,
mixed__r0p05__high,mixed,0.05,HIGH,mutual_information_select_k_best_k11,logistic_regression_minus_decision_tree,logistic_regression,decision_tree,average_precision,5,-0.15610918727264886,0.01897001826599323,-0.17966357599881916,-0.13255479854647856,
mixed__r0p05__high,mixed,0.05,HIGH,mutual_information_select_k_best_k11,logistic_regression_minus_decision_tree,logistic_regression,decision_tree,f1,5,-0.10689275415546054,0.07088726745197721,-0.19491092208169208,-0.01887458622922901,
mixed__r0p05__high,mixed,0.05,HIGH,mutual_information_select_k_best_k11,logistic_regression_minus_decision_tree,logistic_regression,decision_tree,recall,5,0.19866666666666669,0.10574077317246698,0.06737215547607966,0.3299611778572537,
quantity_manipulation__r0p05__medium,quantity_manipulation,0.05,MEDIUM,pairwise_correlation_filter_natural,reduced_minus_full_baseline,decision_tree,,average_precision,5,0.0,0.0,0.0,0.0,none_natural
quantity_manipulation__r0p05__medium,quantity_manipulation,0.05,MEDIUM,pairwise_correlation_filter_natural,reduced_minus_full_baseline,decision_tree,,f1,5,0.0,0.0,0.0,0.0,none_natural
quantity_manipulation__r0p05__medium,quantity_manipulation,0.05,MEDIUM,pairwise_correlation_filter_natural,reduced_minus_full_baseline,decision_tree,,recall,5,0.0,0.0,0.0,0.0,none_natural
quantity_manipulation__r0p05__medium,quantity_manipulation,0.05,MEDIUM,mutual_information_select_k_best_k11,reduced_minus_full_baseline,decision_tree,,average_precision,5,-0.00216014241457827,0.004076844669197978,-0.007222213666594356,0.0029019288374378164,none_natural
quantity_manipulation__r0p05__medium,quantity_manipulation,0.05,MEDIUM,mutual_information_select_k_best_k11,reduced_minus_full_baseline,decision_tree,,f1,5,0.01845640504225085,0.1337297862573898,-0.1475910560411665,0.18450386612566821,none_natural
quantity_manipulation__r0p05__medium,quantity_manipulation,0.05,MEDIUM,mutual_information_select_k_best_k11,reduced_minus_full_baseline,decision_tree,,recall,5,-0.004666666666666664,0.01043498389499901,-0.01762341049093332,0.008290077157599992,none_natural
quantity_manipulation__r0p05__medium,quantity_manipulation,0.05,MEDIUM,pairwise_correlation_filter_natural,reduced_minus_full_baseline,logistic_regression,,average_precision,5,-2.4398308614420605e-07,3.445615542023086e-06,-4.522279856329021e-06,4.034313684040609e-06,none_natural
quantity_manipulation__r0p05__medium,quantity_manipulation,0.05,MEDIUM,pairwise_correlation_filter_natural,reduced_minus_full_baseline,logistic_regression,,f1,5,0.0,0.0,0.0,0.0,none_natural
quantity_manipulation__r0p05__medium,quantity_manipulation,0.05,MEDIUM,pairwise_correlation_filter_natural,reduced_minus_full_baseline,logistic_regression,,recall,5,0.0,0.0,0.0,0.0,none_natural
quantity_manipulation__r0p05__medium,quantity_manipulation,0.05,MEDIUM,mutual_information_select_k_best_k11,reduced_minus_full_baseline,logistic_regression,,average_precision,5,-0.002981847966212134,0.0036883291965616257,-0.007561513543110159,0.0015978176106858913,none_natural
quantity_manipulation__r0p05__medium,quantity_manipulation,0.05,MEDIUM,mutual_information_select_k_best_k11,reduced_minus_full_baseline,logistic_regression,,f1,5,-0.001483426445154662,0.005068568013035099,-0.007776884869392533,0.00481003197908321,none_natural
quantity_manipulation__r0p05__medium,quantity_manipulation,0.05,MEDIUM,mutual_information_select_k_best_k11,reduced_minus_full_baseline,logistic_regression,,recall,5,0.057333333333333326,0.028905977851571736,0.02144182130213279,0.09322484536453386,none_natural
value_manipulation__r0p05__medium,value_manipulation,0.05,MEDIUM,pairwise_correlation_filter_natural,reduced_minus_full_baseline,decision_tree,,average_precision,5,0.0,0.0,0.0,0.0,none_natural
value_manipulation__r0p05__medium,value_manipulation,0.05,MEDIUM,pairwise_correlation_filter_natural,reduced_minus_full_baseline,decision_tree,,f1,5,0.0,0.0,0.0,0.0,none_natural
value_manipulation__r0p05__medium,value_manipulation,0.05,MEDIUM,pairwise_correlation_filter_natural,reduced_minus_full_baseline,decision_tree,,recall,5,0.0,0.0,0.0,0.0,none_natural
value_manipulation__r0p05__medium,value_manipulation,0.05,MEDIUM,mutual_information_select_k_best_k11,reduced_minus_full_baseline,decision_tree,,average_precision,5,0.011035675883541077,0.018434047068014575,-0.011853216702024468,0.033924568469106624,none_natural
value_manipulation__r0p05__medium,value_manipulation,0.05,MEDIUM,mutual_information_select_k_best_k11,reduced_minus_full_baseline,decision_tree,,f1,5,0.006622471660203047,0.015582790701166664,-0.012726118544995366,0.02597106186540146,none_natural
value_manipulation__r0p05__medium,value_manipulation,0.05,MEDIUM,mutual_information_select_k_best_k11,reduced_minus_full_baseline,decision_tree,,recall,5,-0.00866666666666666,0.03313272970610447,-0.04980638430498566,0.032473050971652345,none_natural
value_manipulation__r0p05__medium,value_manipulation,0.05,MEDIUM,pairwise_correlation_filter_natural,reduced_minus_full_baseline,logistic_regression,,average_precision,5,-4.4672195811806816e-07,2.2028708110958526e-06,-3.1819473369518873e-06,2.288503420715751e-06,none_natural
value_manipulation__r0p05__medium,value_manipulation,0.05,MEDIUM,pairwise_correlation_filter_natural,reduced_minus_full_baseline,logistic_regression,,f1,5,0.0,0.0,0.0,0.0,none_natural
value_manipulation__r0p05__medium,value_manipulation,0.05,MEDIUM,pairwise_correlation_filter_natural,reduced_minus_full_baseline,logistic_regression,,recall,5,0.0,0.0,0.0,0.0,none_natural
value_manipulation__r0p05__medium,value_manipulation,0.05,MEDIUM,mutual_information_select_k_best_k11,reduced_minus_full_baseline,logistic_regression,,average_precision,5,-0.0032245947580746863,0.0037259537841220366,-0.007850977430793774,0.0014017879146444026,none_natural
value_manipulation__r0p05__medium,value_manipulation,0.05,MEDIUM,mutual_information_select_k_best_k11,reduced_minus_full_baseline,logistic_regression,,f1,5,-0.001951153133113545,0.0040738843832050335,-0.007009548704587803,0.003107242438360713,none_natural
value_manipulation__r0p05__medium,value_manipulation,0.05,MEDIUM,mutual_information_select_k_best_k11,reduced_minus_full_baseline,logistic_regression,,recall,5,0.05266666666666666,0.0313935591412563,0.013686414505457059,0.09164691882787626,none_natural
shipping_delivery_manipulation__r0p05__medium,shipping_delivery_manipulation,0.05,MEDIUM,pairwise_correlation_filter_natural,reduced_minus_full_baseline,decision_tree,,average_precision,5,0.0,0.0,0.0,0.0,none_natural
shipping_delivery_manipulation__r0p05__medium,shipping_delivery_manipulation,0.05,MEDIUM,pairwise_correlation_filter_natural,reduced_minus_full_baseline,decision_tree,,f1,5,0.0,0.0,0.0,0.0,none_natural
shipping_delivery_manipulation__r0p05__medium,shipping_delivery_manipulation,0.05,MEDIUM,pairwise_correlation_filter_natural,reduced_minus_full_baseline,decision_tree,,recall,5,0.0,0.0,0.0,0.0,none_natural
shipping_delivery_manipulation__r0p05__medium,shipping_delivery_manipulation,0.05,MEDIUM,mutual_information_select_k_best_k11,reduced_minus_full_baseline,decision_tree,,average_precision,5,-0.0001796981463113731,0.0005789017902844936,-0.0008984996578039056,0.0005391033651811594,none_natural
shipping_delivery_manipulation__r0p05__medium,shipping_delivery_manipulation,0.05,MEDIUM,mutual_information_select_k_best_k11,reduced_minus_full_baseline,decision_tree,,f1,5,-0.0042273660445444755,0.02534590064024255,-0.0356984583716084,0.027243726282519448,none_natural
shipping_delivery_manipulation__r0p05__medium,shipping_delivery_manipulation,0.05,MEDIUM,mutual_information_select_k_best_k11,reduced_minus_full_baseline,decision_tree,,recall,5,-0.007333333333333333,0.021653842358548954,-0.03422012981274462,0.019553463146077952,none_natural
shipping_delivery_manipulation__r0p05__medium,shipping_delivery_manipulation,0.05,MEDIUM,pairwise_correlation_filter_natural,reduced_minus_full_baseline,logistic_regression,,average_precision,5,-7.779598945240052e-07,2.6529321757132547e-06,-4.072010266786154e-06,2.5160904777381435e-06,none_natural
shipping_delivery_manipulation__r0p05__medium,shipping_delivery_manipulation,0.05,MEDIUM,pairwise_correlation_filter_natural,reduced_minus_full_baseline,logistic_regression,,f1,5,0.0,0.0,0.0,0.0,none_natural
shipping_delivery_manipulation__r0p05__medium,shipping_delivery_manipulation,0.05,MEDIUM,pairwise_correlation_filter_natural,reduced_minus_full_baseline,logistic_regression,,recall,5,0.0,0.0,0.0,0.0,none_natural
shipping_delivery_manipulation__r0p05__medium,shipping_delivery_manipulation,0.05,MEDIUM,mutual_information_select_k_best_k11,reduced_minus_full_baseline,logistic_regression,,average_precision,5,-0.003287367480380295,0.001332657950131047,-0.004942080878979358,-0.0016326540817812314,none_natural
shipping_delivery_manipulation__r0p05__medium,shipping_delivery_manipulation,0.05,MEDIUM,mutual_information_select_k_best_k11,reduced_minus_full_baseline,logistic_regression,,f1,5,-0.001052257197569889,0.0034619250538470685,-0.005350804901414838,0.00324629050627506,none_natural
shipping_delivery_manipulation__r0p05__medium,shipping_delivery_manipulation,0.05,MEDIUM,mutual_information_select_k_best_k11,reduced_minus_full_baseline,logistic_regression,,recall,5,0.05799999999999998,0.026520432374554783,0.025070533903691572,0.09092946609630839,none_natural
transaction_status_manipulation__r0p05__medium,transaction_status_manipulation,0.05,MEDIUM,pairwise_correlation_filter_natural,reduced_minus_full_baseline,decision_tree,,average_precision,5,0.0,0.0,0.0,0.0,none_natural
transaction_status_manipulation__r0p05__medium,transaction_status_manipulation,0.05,MEDIUM,pairwise_correlation_filter_natural,reduced_minus_full_baseline,decision_tree,,f1,5,0.0,0.0,0.0,0.0,none_natural
transaction_status_manipulation__r0p05__medium,transaction_status_manipulation,0.05,MEDIUM,pairwise_correlation_filter_natural,reduced_minus_full_baseline,decision_tree,,recall,5,0.0,0.0,0.0,0.0,none_natural
transaction_status_manipulation__r0p05__medium,transaction_status_manipulation,0.05,MEDIUM,mutual_information_select_k_best_k11,reduced_minus_full_baseline,decision_tree,,average_precision,5,-0.0001796981463113731,0.0005789017902844936,-0.0008984996578039056,0.0005391033651811594,none_natural
transaction_status_manipulation__r0p05__medium,transaction_status_manipulation,0.05,MEDIUM,mutual_information_select_k_best_k11,reduced_minus_full_baseline,decision_tree,,f1,5,-0.0042273660445444755,0.02534590064024255,-0.0356984583716084,0.027243726282519448,none_natural
transaction_status_manipulation__r0p05__medium,transaction_status_manipulation,0.05,MEDIUM,mutual_information_select_k_best_k11,reduced_minus_full_baseline,decision_tree,,recall,5,-0.007333333333333333,0.021653842358548954,-0.03422012981274462,0.019553463146077952,none_natural
transaction_status_manipulation__r0p05__medium,transaction_status_manipulation,0.05,MEDIUM,pairwise_correlation_filter_natural,reduced_minus_full_baseline,logistic_regression,,average_precision,5,-7.779598945240052e-07,2.6529321757132547e-06,-4.072010266786154e-06,2.5160904777381435e-06,none_natural
transaction_status_manipulation__r0p05__medium,transaction_status_manipulation,0.05,MEDIUM,pairwise_correlation_filter_natural,reduced_minus_full_baseline,logistic_regression,,f1,5,0.0,0.0,0.0,0.0,none_natural
transaction_status_manipulation__r0p05__medium,transaction_status_manipulation,0.05,MEDIUM,pairwise_correlation_filter_natural,reduced_minus_full_baseline,logistic_regression,,recall,5,0.0,0.0,0.0,0.0,none_natural
transaction_status_manipulation__r0p05__medium,transaction_status_manipulation,0.05,MEDIUM,mutual_information_select_k_best_k11,reduced_minus_full_baseline,logistic_regression,,average_precision,5,-0.003287367480380295,0.001332657950131047,-0.004942080878979358,-0.0016326540817812314,none_natural
transaction_status_manipulation__r0p05__medium,transaction_status_manipulation,0.05,MEDIUM,mutual_information_select_k_best_k11,reduced_minus_full_baseline,logistic_regression,,f1,5,-0.001052257197569889,0.0034619250538470685,-0.005350804901414838,0.00324629050627506,none_natural
transaction_status_manipulation__r0p05__medium,transaction_status_manipulation,0.05,MEDIUM,mutual_information_select_k_best_k11,reduced_minus_full_baseline,logistic_regression,,recall,5,0.05799999999999998,0.026520432374554783,0.025070533903691572,0.09092946609630839,none_natural
timestamp_manipulation__r0p05__medium,timestamp_manipulation,0.05,MEDIUM,pairwise_correlation_filter_natural,reduced_minus_full_baseline,decision_tree,,average_precision,5,0.0,0.0,0.0,0.0,none_natural
timestamp_manipulation__r0p05__medium,timestamp_manipulation,0.05,MEDIUM,pairwise_correlation_filter_natural,reduced_minus_full_baseline,decision_tree,,f1,5,0.0,0.0,0.0,0.0,none_natural
timestamp_manipulation__r0p05__medium,timestamp_manipulation,0.05,MEDIUM,pairwise_correlation_filter_natural,reduced_minus_full_baseline,decision_tree,,recall,5,0.0,0.0,0.0,0.0,none_natural
timestamp_manipulation__r0p05__medium,timestamp_manipulation,0.05,MEDIUM,mutual_information_select_k_best_k11,reduced_minus_full_baseline,decision_tree,,average_precision,5,-0.0001796981463113731,0.0005789017902844936,-0.0008984996578039056,0.0005391033651811594,none_natural
timestamp_manipulation__r0p05__medium,timestamp_manipulation,0.05,MEDIUM,mutual_information_select_k_best_k11,reduced_minus_full_baseline,decision_tree,,f1,5,-0.0042273660445444755,0.02534590064024255,-0.0356984583716084,0.027243726282519448,none_natural
timestamp_manipulation__r0p05__medium,timestamp_manipulation,0.05,MEDIUM,mutual_information_select_k_best_k11,reduced_minus_full_baseline,decision_tree,,recall,5,-0.007333333333333333,0.021653842358548954,-0.03422012981274462,0.019553463146077952,none_natural
timestamp_manipulation__r0p05__medium,timestamp_manipulation,0.05,MEDIUM,pairwise_correlation_filter_natural,reduced_minus_full_baseline,logistic_regression,,average_precision,5,-1.5499608956581756e-07,8.419897181522967e-07,-1.2004644094540896e-06,8.904722303224546e-07,none_natural
timestamp_manipulation__r0p05__medium,timestamp_manipulation,0.05,MEDIUM,pairwise_correlation_filter_natural,reduced_minus_full_baseline,logistic_regression,,f1,5,0.0,0.0,0.0,0.0,none_natural
timestamp_manipulation__r0p05__medium,timestamp_manipulation,0.05,MEDIUM,pairwise_correlation_filter_natural,reduced_minus_full_baseline,logistic_regression,,recall,5,0.0,0.0,0.0,0.0,none_natural
timestamp_manipulation__r0p05__medium,timestamp_manipulation,0.05,MEDIUM,mutual_information_select_k_best_k11,reduced_minus_full_baseline,logistic_regression,,average_precision,5,-0.003389405282966225,0.001768225702431984,-0.005584947478376326,-0.0011938630875561237,none_natural
timestamp_manipulation__r0p05__medium,timestamp_manipulation,0.05,MEDIUM,mutual_information_select_k_best_k11,reduced_minus_full_baseline,logistic_regression,,f1,5,-0.002317124521202668,0.004148089555737593,-0.007467657983891177,0.0028334089414858406,none_natural
timestamp_manipulation__r0p05__medium,timestamp_manipulation,0.05,MEDIUM,mutual_information_select_k_best_k11,reduced_minus_full_baseline,logistic_regression,,recall,5,0.05199999999999998,0.039200340134578765,0.003326348937512741,0.10067365106248721,none_natural
geographic_route_manipulation__r0p05__medium,geographic_route_manipulation,0.05,MEDIUM,pairwise_correlation_filter_natural,reduced_minus_full_baseline,decision_tree,,average_precision,5,0.0,0.0,0.0,0.0,none_natural
geographic_route_manipulation__r0p05__medium,geographic_route_manipulation,0.05,MEDIUM,pairwise_correlation_filter_natural,reduced_minus_full_baseline,decision_tree,,f1,5,0.0,0.0,0.0,0.0,none_natural
geographic_route_manipulation__r0p05__medium,geographic_route_manipulation,0.05,MEDIUM,pairwise_correlation_filter_natural,reduced_minus_full_baseline,decision_tree,,recall,5,0.0,0.0,0.0,0.0,none_natural
geographic_route_manipulation__r0p05__medium,geographic_route_manipulation,0.05,MEDIUM,mutual_information_select_k_best_k11,reduced_minus_full_baseline,decision_tree,,average_precision,5,-0.0001796981463113731,0.0005789017902844936,-0.0008984996578039056,0.0005391033651811594,none_natural
geographic_route_manipulation__r0p05__medium,geographic_route_manipulation,0.05,MEDIUM,mutual_information_select_k_best_k11,reduced_minus_full_baseline,decision_tree,,f1,5,-0.0042273660445444755,0.02534590064024255,-0.0356984583716084,0.027243726282519448,none_natural
geographic_route_manipulation__r0p05__medium,geographic_route_manipulation,0.05,MEDIUM,mutual_information_select_k_best_k11,reduced_minus_full_baseline,decision_tree,,recall,5,-0.007333333333333333,0.021653842358548954,-0.03422012981274462,0.019553463146077952,none_natural
geographic_route_manipulation__r0p05__medium,geographic_route_manipulation,0.05,MEDIUM,pairwise_correlation_filter_natural,reduced_minus_full_baseline,logistic_regression,,average_precision,5,-7.779598945240052e-07,2.6529321757132547e-06,-4.072010266786154e-06,2.5160904777381435e-06,none_natural
geographic_route_manipulation__r0p05__medium,geographic_route_manipulation,0.05,MEDIUM,pairwise_correlation_filter_natural,reduced_minus_full_baseline,logistic_regression,,f1,5,0.0,0.0,0.0,0.0,none_natural
geographic_route_manipulation__r0p05__medium,geographic_route_manipulation,0.05,MEDIUM,pairwise_correlation_filter_natural,reduced_minus_full_baseline,logistic_regression,,recall,5,0.0,0.0,0.0,0.0,none_natural
geographic_route_manipulation__r0p05__medium,geographic_route_manipulation,0.05,MEDIUM,mutual_information_select_k_best_k11,reduced_minus_full_baseline,logistic_regression,,average_precision,5,-0.003287367480380295,0.001332657950131047,-0.004942080878979358,-0.0016326540817812314,none_natural
geographic_route_manipulation__r0p05__medium,geographic_route_manipulation,0.05,MEDIUM,mutual_information_select_k_best_k11,reduced_minus_full_baseline,logistic_regression,,f1,5,-0.001052257197569889,0.0034619250538470685,-0.005350804901414838,0.00324629050627506,none_natural
geographic_route_manipulation__r0p05__medium,geographic_route_manipulation,0.05,MEDIUM,mutual_information_select_k_best_k11,reduced_minus_full_baseline,logistic_regression,,recall,5,0.05799999999999998,0.026520432374554783,0.025070533903691572,0.09092946609630839,none_natural
transaction_record_tampering__r0p05__medium,transaction_record_tampering,0.05,MEDIUM,pairwise_correlation_filter_natural,reduced_minus_full_baseline,decision_tree,,average_precision,5,0.0,0.0,0.0,0.0,none_natural
transaction_record_tampering__r0p05__medium,transaction_record_tampering,0.05,MEDIUM,pairwise_correlation_filter_natural,reduced_minus_full_baseline,decision_tree,,f1,5,0.0,0.0,0.0,0.0,none_natural
transaction_record_tampering__r0p05__medium,transaction_record_tampering,0.05,MEDIUM,pairwise_correlation_filter_natural,reduced_minus_full_baseline,decision_tree,,recall,5,0.0,0.0,0.0,0.0,none_natural
transaction_record_tampering__r0p05__medium,transaction_record_tampering,0.05,MEDIUM,mutual_information_select_k_best_k11,reduced_minus_full_baseline,decision_tree,,average_precision,5,0.0052143651120909905,0.009714052651207313,-0.006847224341578543,0.017275954565760525,none_natural
transaction_record_tampering__r0p05__medium,transaction_record_tampering,0.05,MEDIUM,mutual_information_select_k_best_k11,reduced_minus_full_baseline,decision_tree,,f1,5,0.013982656451792608,0.10198429769191027,-0.11264757437444822,0.14061288727803345,none_natural
transaction_record_tampering__r0p05__medium,transaction_record_tampering,0.05,MEDIUM,mutual_information_select_k_best_k11,reduced_minus_full_baseline,decision_tree,,recall,5,-0.009999999999999998,0.02121320343559643,-0.03633967099257342,0.016339670992573423,none_natural
transaction_record_tampering__r0p05__medium,transaction_record_tampering,0.05,MEDIUM,pairwise_correlation_filter_natural,reduced_minus_full_baseline,logistic_regression,,average_precision,5,1.2594830369749844e-07,1.6427945938202635e-06,-1.91385059989452e-06,2.165747207289517e-06,none_natural
transaction_record_tampering__r0p05__medium,transaction_record_tampering,0.05,MEDIUM,pairwise_correlation_filter_natural,reduced_minus_full_baseline,logistic_regression,,f1,5,0.0,0.0,0.0,0.0,none_natural
transaction_record_tampering__r0p05__medium,transaction_record_tampering,0.05,MEDIUM,pairwise_correlation_filter_natural,reduced_minus_full_baseline,logistic_regression,,recall,5,0.0,0.0,0.0,0.0,none_natural
transaction_record_tampering__r0p05__medium,transaction_record_tampering,0.05,MEDIUM,mutual_information_select_k_best_k11,reduced_minus_full_baseline,logistic_regression,,average_precision,5,-0.0011966119874834008,0.00855584000145927,-0.011820090491695462,0.00942686651672866,none_natural
transaction_record_tampering__r0p05__medium,transaction_record_tampering,0.05,MEDIUM,mutual_information_select_k_best_k11,reduced_minus_full_baseline,logistic_regression,,f1,5,-0.002938145891918295,0.009064813917716796,-0.014193598983972603,0.008317307200136015,none_natural
transaction_record_tampering__r0p05__medium,transaction_record_tampering,0.05,MEDIUM,mutual_information_select_k_best_k11,reduced_minus_full_baseline,logistic_regression,,recall,5,0.052666666666666674,0.036163210280308056,0.007764110402100219,0.09756922293123313,none_natural
mixed__r0p01__medium,mixed,0.01,MEDIUM,pairwise_correlation_filter_natural,reduced_minus_full_baseline,decision_tree,,average_precision,5,0.0,0.0,0.0,0.0,none_natural
mixed__r0p01__medium,mixed,0.01,MEDIUM,pairwise_correlation_filter_natural,reduced_minus_full_baseline,decision_tree,,f1,5,0.0,0.0,0.0,0.0,none_natural
mixed__r0p01__medium,mixed,0.01,MEDIUM,pairwise_correlation_filter_natural,reduced_minus_full_baseline,decision_tree,,recall,5,0.0,0.0,0.0,0.0,none_natural
mixed__r0p01__medium,mixed,0.01,MEDIUM,mutual_information_select_k_best_k11,reduced_minus_full_baseline,decision_tree,,average_precision,5,-0.0021493632543948702,0.0021231232199817947,-0.004785568920398811,0.0004868424116090701,none_natural
mixed__r0p01__medium,mixed,0.01,MEDIUM,mutual_information_select_k_best_k11,reduced_minus_full_baseline,decision_tree,,f1,5,0.013378492315084154,0.0868217691991819,-0.09442497275998213,0.12118195739015045,none_natural
mixed__r0p01__medium,mixed,0.01,MEDIUM,mutual_information_select_k_best_k11,reduced_minus_full_baseline,decision_tree,,recall,5,-0.01666666666666667,0.0372677996249965,-0.06294075175333336,0.02960741842000001,none_natural
mixed__r0p01__medium,mixed,0.01,MEDIUM,pairwise_correlation_filter_natural,reduced_minus_full_baseline,logistic_regression,,average_precision,5,-5.7730721091456274e-08,5.948993835310065e-07,-7.963958681761074e-07,6.809344259931948e-07,none_natural
mixed__r0p01__medium,mixed,0.01,MEDIUM,pairwise_correlation_filter_natural,reduced_minus_full_baseline,logistic_regression,,f1,5,0.0,0.0,0.0,0.0,none_natural
mixed__r0p01__medium,mixed,0.01,MEDIUM,pairwise_correlation_filter_natural,reduced_minus_full_baseline,logistic_regression,,recall,5,0.0,0.0,0.0,0.0,none_natural
mixed__r0p01__medium,mixed,0.01,MEDIUM,mutual_information_select_k_best_k11,reduced_minus_full_baseline,logistic_regression,,average_precision,5,-0.0008173670884073847,0.001645001894824876,-0.0028599067181900315,0.0012251725413752624,none_natural
mixed__r0p01__medium,mixed,0.01,MEDIUM,mutual_information_select_k_best_k11,reduced_minus_full_baseline,logistic_regression,,f1,5,0.0009439938626947215,0.004974142988397215,-0.005232220407920692,0.007120208133310136,none_natural
mixed__r0p01__medium,mixed,0.01,MEDIUM,mutual_information_select_k_best_k11,reduced_minus_full_baseline,logistic_regression,,recall,5,0.09333333333333334,0.14366241293006635,-0.08504711269715474,0.2717137793638214,none_natural
mixed__r0p03__medium,mixed,0.03,MEDIUM,pairwise_correlation_filter_natural,reduced_minus_full_baseline,decision_tree,,average_precision,5,0.0,0.0,0.0,0.0,none_natural
mixed__r0p03__medium,mixed,0.03,MEDIUM,pairwise_correlation_filter_natural,reduced_minus_full_baseline,decision_tree,,f1,5,0.0,0.0,0.0,0.0,none_natural
mixed__r0p03__medium,mixed,0.03,MEDIUM,pairwise_correlation_filter_natural,reduced_minus_full_baseline,decision_tree,,recall,5,0.0,0.0,0.0,0.0,none_natural
mixed__r0p03__medium,mixed,0.03,MEDIUM,mutual_information_select_k_best_k11,reduced_minus_full_baseline,decision_tree,,average_precision,5,0.0030204509942027393,0.008033552567100836,-0.006954522006051725,0.012995423994457203,none_natural
mixed__r0p03__medium,mixed,0.03,MEDIUM,mutual_information_select_k_best_k11,reduced_minus_full_baseline,decision_tree,,f1,5,0.008284304100247383,0.06725788600049011,-0.07522739154192051,0.09179599974241529,none_natural
mixed__r0p03__medium,mixed,0.03,MEDIUM,mutual_information_select_k_best_k11,reduced_minus_full_baseline,decision_tree,,recall,5,-0.0066666666666666706,0.025276251480171843,-0.0380512781391656,0.024717944805832257,none_natural
mixed__r0p03__medium,mixed,0.03,MEDIUM,pairwise_correlation_filter_natural,reduced_minus_full_baseline,logistic_regression,,average_precision,5,7.997044989271895e-08,8.715577462172889e-07,-1.0022114259417617e-06,1.1621523257271994e-06,none_natural
mixed__r0p03__medium,mixed,0.03,MEDIUM,pairwise_correlation_filter_natural,reduced_minus_full_baseline,logistic_regression,,f1,5,0.0,0.0,0.0,0.0,none_natural
mixed__r0p03__medium,mixed,0.03,MEDIUM,pairwise_correlation_filter_natural,reduced_minus_full_baseline,logistic_regression,,recall,5,0.0,0.0,0.0,0.0,none_natural
mixed__r0p03__medium,mixed,0.03,MEDIUM,mutual_information_select_k_best_k11,reduced_minus_full_baseline,logistic_regression,,average_precision,5,-0.0015203964821643469,0.0019183777313007502,-0.003902377046078196,0.000861584081749502,none_natural
mixed__r0p03__medium,mixed,0.03,MEDIUM,mutual_information_select_k_best_k11,reduced_minus_full_baseline,logistic_regression,,f1,5,0.003224115994337841,0.004715689457701293,-0.00263118583200354,0.009079417820679222,none_natural
mixed__r0p03__medium,mixed,0.03,MEDIUM,mutual_information_select_k_best_k11,reduced_minus_full_baseline,logistic_regression,,recall,5,0.0911111111111111,0.05939509893735155,0.01736235509079241,0.1648598671314298,none_natural
mixed__r0p05__medium,mixed,0.05,MEDIUM,pairwise_correlation_filter_natural,reduced_minus_full_baseline,decision_tree,,average_precision,5,0.0,0.0,0.0,0.0,none_natural
mixed__r0p05__medium,mixed,0.05,MEDIUM,pairwise_correlation_filter_natural,reduced_minus_full_baseline,decision_tree,,f1,5,0.0,0.0,0.0,0.0,none_natural
mixed__r0p05__medium,mixed,0.05,MEDIUM,pairwise_correlation_filter_natural,reduced_minus_full_baseline,decision_tree,,recall,5,0.0,0.0,0.0,0.0,none_natural
mixed__r0p05__medium,mixed,0.05,MEDIUM,mutual_information_select_k_best_k11,reduced_minus_full_baseline,decision_tree,,average_precision,5,0.0028573434426328705,0.008246996458266558,-0.007382655152918804,0.013097342038184544,none_natural
mixed__r0p05__medium,mixed,0.05,MEDIUM,mutual_information_select_k_best_k11,reduced_minus_full_baseline,decision_tree,,f1,5,0.0031160812277668455,0.0386167705210672,-0.04483297245517681,0.051065134910710505,none_natural
mixed__r0p05__medium,mixed,0.05,MEDIUM,mutual_information_select_k_best_k11,reduced_minus_full_baseline,decision_tree,,recall,5,-0.005333333333333334,0.025884358211089562,-0.037473009040678774,0.026806342374012103,none_natural
mixed__r0p05__medium,mixed,0.05,MEDIUM,pairwise_correlation_filter_natural,reduced_minus_full_baseline,logistic_regression,,average_precision,5,1.621596969217376e-07,1.0125271523129815e-06,-1.0950588153100696e-06,1.419378209153545e-06,none_natural
mixed__r0p05__medium,mixed,0.05,MEDIUM,pairwise_correlation_filter_natural,reduced_minus_full_baseline,logistic_regression,,f1,5,0.0,0.0,0.0,0.0,none_natural
mixed__r0p05__medium,mixed,0.05,MEDIUM,pairwise_correlation_filter_natural,reduced_minus_full_baseline,logistic_regression,,recall,5,0.0,0.0,0.0,0.0,none_natural
